parent_commit_file_hash; current_commit_file_hash; message; author; date;
d66c368bc8ef62851299c81d0e225112479d7476;a1c2d1045ee823aeb5f515b20764053a423485ed;IDEADEV-6778;Alexey Kudravtsev;Fri Jun 30 19:26:51 2006 +0400;
7bb71b768f7a0c05ca3f51f0ffc565494cafb042;d66c368bc8ef62851299c81d0e225112479d7476;finalization fix;Peter Gromov;Fri Jun 30 19:00:46 2006 +0400;
d848587e375f1db2323a97bdccfedfbbec010c7c;7bb71b768f7a0c05ca3f51f0ffc565494cafb042;"create listener" action creates listener for multiselected components;Dmitry Jemerov;Fri Jun 30 18:52:13 2006 +0400;
12601808cc6067a85d664e0a447ef3fbe4dcc606;d848587e375f1db2323a97bdccfedfbbec010c7c;stack overflow fix;Peter Gromov;Fri Jun 30 18:50:08 2006 +0400;
2a858e233d4346d05f81d3685da1beaac058615e;80ce08877c45e8b859e74a2b39a2aac8c53dfc5e;IDEADEV-6776;Alexey Kudravtsev;Fri Jun 30 18:40:06 2006 +0400;
2c010f0b4c6ecccfb07a4ffd18129f8f82c11cf4;12601808cc6067a85d664e0a447ef3fbe4dcc606;IDEADEV-6776;Alexey Kudravtsev;Fri Jun 30 18:40:06 2006 +0400;
f65ef016ac8757d4f4270e1cf0a9cf11b782ef4a;2a858e233d4346d05f81d3685da1beaac058615e;navigation provider for faces graph implemented;Sergey Vasiliev;Fri Jun 30 18:39:53 2006 +0400;
4db759dd85d84588c10c684f9903489d4bd279fd;2c010f0b4c6ecccfb07a4ffd18129f8f82c11cf4;IDEADEV-6774;Eugene Vigdorchik;Fri Jun 30 18:12:00 2006 +0400;
e476c576453e00224b91c147edd0038ce9a3cebf;f65ef016ac8757d4f4270e1cf0a9cf11b782ef4a;move up/down in properties file last line fixed;Alexey Kudravtsev;Fri Jun 30 18:01:47 2006 +0400;
8698dc572112ceb60a70f3984274cc6785246384;4db759dd85d84588c10c684f9903489d4bd279fd;move up/down in properties file last line fixed;Alexey Kudravtsev;Fri Jun 30 18:01:47 2006 +0400;
032a940328fee1a7d103d93c11d600877a3b3b12;8698dc572112ceb60a70f3984274cc6785246384;module library name for jars fix;Anna Kozlova;Fri Jun 30 17:58:34 2006 +0400;
d2b1dae8456e98ef19e8bb0a883f5a355eead8ef;e476c576453e00224b91c147edd0038ce9a3cebf;There should be validation on using <, &, > in script/style content for xhtml/jspx (IDEADEV-6727);Maxim Mossienko;Fri Jun 30 17:47:27 2006 +0400;
7c6857ee4fb68cd1932474917a7e9994dc853309;032a940328fee1a7d103d93c11d600877a3b3b12;There should be validation on using <, &, > in script/style content for xhtml/jspx (IDEADEV-6727);Maxim Mossienko;Fri Jun 30 17:47:27 2006 +0400;
a540d0c77860e36340fa57391c7908c869d047ad;7c6857ee4fb68cd1932474917a7e9994dc853309;IDEADEV-6771;Alexey Kudravtsev;Fri Jun 30 17:39:31 2006 +0400;
0f04d759559dc16685caeb21684598bcc0d8df46;a540d0c77860e36340fa57391c7908c869d047ad;feedback rect positioning improvement;Dmitry Jemerov;Fri Jun 30 16:53:45 2006 +0400;
5d63d6a0ca549aee04f6f4b513439efebe5aef06;d2b1dae8456e98ef19e8bb0a883f5a355eead8ef;web module parts presentation fix;Peter Gromov;Fri Jun 30 16:35:16 2006 +0400;
066e02b2b3189783761de59adf44a1af03feeb7c;0f04d759559dc16685caeb21684598bcc0d8df46;document locked by PSI;Eugene Vigdorchik;Fri Jun 30 16:13:12 2006 +0400;
9046339e393ee116e5410ca2b6a1a0fb00d500f0;066e02b2b3189783761de59adf44a1af03feeb7c;refactor: get[HV]SizePolicy() -> is[HV]Grow();Dmitry Jemerov;Fri Jun 30 16:04:50 2006 +0400;
5ca91b3453b1f52b8a9e15bc4bdd980d8a888e94;9046339e393ee116e5410ca2b6a1a0fb00d500f0;build fix;Dmitry Jemerov;Fri Jun 30 15:39:36 2006 +0400;
ac5c9dadc5ccb45e5a7d1f0a0b76152de1d9c1ed;5ca91b3453b1f52b8a9e15bc4bdd980d8a888e94;cleanup;Eugene Vigdorchik;Fri Jun 30 15:29:38 2006 +0400;
d25987fbac8995944a772f97a36d8a2050dcc1fa;ac5c9dadc5ccb45e5a7d1f0a0b76152de1d9c1ed;IDEADEV-6703;Eugene Vigdorchik;Fri Jun 30 15:29:09 2006 +0400;
5146be0db0a49a24ff8eaab28255e1f6978d818c;d25987fbac8995944a772f97a36d8a2050dcc1fa;search for empty strings fixed;Anna Kozlova;Fri Jun 30 15:25:19 2006 +0400;
800a3ac0c05de8cedb424971b3ea0b29e6ae3e20;5d63d6a0ca549aee04f6f4b513439efebe5aef06;intentions in injected langs brace matching in injected langs;Alexey Kudravtsev;Fri Jun 30 15:18:09 2006 +0400;
009762a0faf4585662c92117e85ed54148248434;5146be0db0a49a24ff8eaab28255e1f6978d818c;intentions in injected langs brace matching in injected langs;Alexey Kudravtsev;Fri Jun 30 15:18:09 2006 +0400;
4c25275e66e766e4cb28ac02e82e7d8e08245408;009762a0faf4585662c92117e85ed54148248434;compile fix?;Peter Gromov;Fri Jun 30 15:14:14 2006 +0400;
0e4744e12eb0af1030f20ad7334891edf606e3c1;4c25275e66e766e4cb28ac02e82e7d8e08245408;fix Ctrl-Q presentation for 'unnamed' elements;Anna Kozlova;Fri Jun 30 15:13:45 2006 +0400;
de74a2e8aa668a8309471bf6913958ed72330ae6;800a3ac0c05de8cedb424971b3ea0b29e6ae3e20;ui fixes;Nikolay Chashnikov;Fri Jun 30 15:02:44 2006 +0400;
6d414e2e30c00e7f0cbf66b6eb3a90b2721e14c9;0e4744e12eb0af1030f20ad7334891edf606e3c1;refactor: separate ComponentDragObject implementation for ComponentItem;Dmitry Jemerov;Fri Jun 30 14:43:32 2006 +0400;
fb2165ad745fabb44059729e0d5685d20773a0df;235cc949e1012e8ce2b277434fb45ea0ab94f8c0;struts inspections added;Dmitry Avdeev;Fri Jun 30 14:41:52 2006 +0400;
722381d049facab234065aa377364e98cd5e8334;6d414e2e30c00e7f0cbf66b6eb3a90b2721e14c9;NPE fix;Dmitry Jemerov;Fri Jun 30 14:40:31 2006 +0400;
f015855c4153bb1254600431933920173bc3e1ff;722381d049facab234065aa377364e98cd5e8334;http://www.jetbrains.net/jira/browse/IDEADEV-6427;Anna Kozlova;Fri Jun 30 14:37:10 2006 +0400;
3574a6b675e897b0ab840edb787d611e4eaa43e8;de74a2e8aa668a8309471bf6913958ed72330ae6;dom model inspections're refactored;Sergey Vasiliev;Fri Jun 30 14:22:24 2006 +0400;
b5ba6010db2b1e1df88d3cfcf2754913a911d8e2;f015855c4153bb1254600431933920173bc3e1ff;dom model inspections're refactored;Sergey Vasiliev;Fri Jun 30 14:22:24 2006 +0400;
632171ce0ddbdbd72ff9fbb97040f0e5f24c2bb2;b5ba6010db2b1e1df88d3cfcf2754913a911d8e2;disposables;Peter Gromov;Fri Jun 30 14:01:23 2006 +0400;
0afaa2b543b8d43b7b04055c3e102c8c9e1a40f0;3574a6b675e897b0ab840edb787d611e4eaa43e8;- file movement across folders (packages) implemented (VSS);Michael Gerasimov;Fri Jun 30 13:59:14 2006 +0400;
7784dc4eddee973be5bdaf75e8356ce52869737c;632171ce0ddbdbd72ff9fbb97040f0e5f24c2bb2;performance;Peter Gromov;Fri Jun 30 13:55:45 2006 +0400;
6c8fa64c8be2c0ccf87599eadde6d2192fe680b2;7784dc4eddee973be5bdaf75e8356ce52869737c;don't create DOM when project is disposed;Peter Gromov;Fri Jun 30 13:53:28 2006 +0400;
adada1467254ff33e9021b08e61d4c6f93472dca;6c8fa64c8be2c0ccf87599eadde6d2192fe680b2;more spelling;Anna Kozlova;Fri Jun 30 13:51:48 2006 +0400;
f3ae72be2d3a83f94130101675910137f143cefe;adada1467254ff33e9021b08e61d4c6f93472dca;refactor project roots;Anna Kozlova;Fri Jun 30 13:46:16 2006 +0400;
46e4a48deb936d981f50131ca595f3be0fc0edfb;0afaa2b543b8d43b7b04055c3e102c8c9e1a40f0;test fix;Peter Gromov;Fri Jun 30 13:35:32 2006 +0400;
0aea2425ef9dd741cd66c3618c8c045a98af6ea3;46e4a48deb936d981f50131ca595f3be0fc0edfb;IDEADEV-6546;Nikolay Chashnikov;Fri Jun 30 13:22:09 2006 +0400;
d09319b6d3bc28c89baebe29beeb9bad88a80de2;0aea2425ef9dd741cd66c3618c8c045a98af6ea3;test fix;Peter Gromov;Fri Jun 30 13:19:42 2006 +0400;
d23456a68b2441901b0e7045c094b056bd875867;f3ae72be2d3a83f94130101675910137f143cefe;layout fix;Anna Kozlova;Fri Jun 30 12:45:47 2006 +0400;
f1ac214dcfdcd36b07ee12040926c3a10ca12efd;d23456a68b2441901b0e7045c094b056bd875867;UI improvements;Anna Kozlova;Fri Jun 30 12:41:23 2006 +0400;
e55c00eb182e30b2d708f76cb3a058bff350f8b3;4c8e72fa3bd04299908705c2d152d6e342ff213e;don't report calls to overridable methods of other classes.;Bas Leijdekkers;Fri Jun 30 12:13:11 2006 +0400;
2ffa66cc7abef48b23a9553c29e866ffd3d8c98b;e55c00eb182e30b2d708f76cb3a058bff350f8b3;IDEADEV-6740;Bas Leijdekkers;Fri Jun 30 12:02:03 2006 +0400;
ab00cd51519f1318bb6dd735abed24bd701dbac5;2ffa66cc7abef48b23a9553c29e866ffd3d8c98b;IDEADEV-6739;Bas Leijdekkers;Fri Jun 30 11:47:20 2006 +0400;
5e2496b0457d7dbfbd9013a94c296c200ea18733;d09319b6d3bc28c89baebe29beeb9bad88a80de2;IDEADEV-4254;Nikolay Chashnikov;Fri Jun 30 11:03:06 2006 +0400;
8d2ab138400a4eb79fcc70ecd12813a8e7d8c5d9;f1ac214dcfdcd36b07ee12040926c3a10ca12efd;master details components: restore selection and keep correct size on first load;Anna Kozlova;Thu Jun 29 22:55:21 2006 +0400;
e815deac03fab001e61ecf86cfeed280cb8d15f5;8d2ab138400a4eb79fcc70ecd12813a8e7d8c5d9;cleanup;Eugene Vigdorchik;Thu Jun 29 22:21:42 2006 +0400;
c927fea536566619d353e2ea64988d45260e78a7;5e2496b0457d7dbfbd9013a94c296c200ea18733;IDEADEV-6390 IDEADEV-6738;Eugene Vigdorchik;Thu Jun 29 22:17:45 2006 +0400;
1a8c122700187c008cd46a119ff8c41f09a85a1f;e815deac03fab001e61ecf86cfeed280cb8d15f5;IDEADEV-6390 IDEADEV-6738;Eugene Vigdorchik;Thu Jun 29 22:17:45 2006 +0400;
5f8cae33e6b48980e4f3d6bdb29acf122e025d82;1a8c122700187c008cd46a119ff8c41f09a85a1f;reload project on language level modification;Anna Kozlova;Thu Jun 29 22:10:28 2006 +0400;
6d47226521e6fda8a67c4cdc24716af3e3bbac57;5f8cae33e6b48980e4f3d6bdb29acf122e025d82;refactored: isAntFile() added to CodeInsightUtil fixing SelectWordTest;Vyacheslav Lukianov;Thu Jun 29 22:10:19 2006 +0400;
b8991c8153c5b2d41a8dec3e5845a448d054bc79;6d47226521e6fda8a67c4cdc24716af3e3bbac57;descend into scrollpane when auto-assigning binding;Dmitry Jemerov;Thu Jun 29 21:59:02 2006 +0400;
d65b4a55d3765d75b469fcccd2f72a015d01ec76;b8991c8153c5b2d41a8dec3e5845a448d054bc79;persist "default binding" flag;Dmitry Jemerov;Thu Jun 29 21:58:41 2006 +0400;
37692f80be961779b2c4ce1e5c005ea53b763955;d65b4a55d3765d75b469fcccd2f72a015d01ec76;run quickfix in command;Dmitry Jemerov;Thu Jun 29 21:49:15 2006 +0400;
736c328215c26070bf0535d154cbf2415e9f7d17;37692f80be961779b2c4ce1e5c005ea53b763955;revalidate after column resize;Dmitry Jemerov;Thu Jun 29 21:42:52 2006 +0400;
cea0a4058470b72e88f4e7c49cb3edd857df9bfa;736c328215c26070bf0535d154cbf2415e9f7d17;fix for compatibility with "remap to action target" change;Dmitry Jemerov;Thu Jun 29 21:40:33 2006 +0400;
e3e0181e61afbeadb96716ce73e64fe04b2328ad;cea0a4058470b72e88f4e7c49cb3edd857df9bfa;add/remove module level libraries the same manner as others;Anna Kozlova;Thu Jun 29 21:34:29 2006 +0400;
57e4a4ae259dd53ea55f67d952d9b5ed8d3d5f34;e3e0181e61afbeadb96716ce73e64fe04b2328ad;rearrange FormPreviewFrame menu;Dmitry Jemerov;Thu Jun 29 21:27:36 2006 +0400;
8d2370cd73906e33b8a97d7e97b83caa34cd5b31;57e4a4ae259dd53ea55f67d952d9b5ed8d3d5f34;during computation of properties file name, avoid property resolve cycles;Vyacheslav Lukianov;Thu Jun 29 21:26:53 2006 +0400;
e2534c95163f847dcac7ae204de83c665a246f46;8d2370cd73906e33b8a97d7e97b83caa34cd5b31;tuning properties resolve;Vyacheslav Lukianov;Thu Jun 29 21:24:14 2006 +0400;
0fc30b42c416208893bbae9ea39e005cd2445aa1;e2534c95163f847dcac7ae204de83c665a246f46;(no message);Eugene Zhuravlev;Thu Jun 29 21:19:08 2006 +0400;
6d96f4ffef28e0e8630f3675335eb71730219539;0fc30b42c416208893bbae9ea39e005cd2445aa1;fix output files not deleted for some cases if module output dir changed;Eugene Zhuravlev;Thu Jun 29 21:18:36 2006 +0400;
f7f3ede197096dfbc63813fdb974ff950a24d54a;6d96f4ffef28e0e8630f3675335eb71730219539;deleteEmptyGridCells doesn't delete gap rows;Dmitry Jemerov;Thu Jun 29 21:13:59 2006 +0400;
d50e4cf7c277c61d6b68d0f6ccb27879a75f076f;f7f3ede197096dfbc63813fdb974ff950a24d54a;delete button group when last component is removed from it;Dmitry Jemerov;Thu Jun 29 21:02:15 2006 +0400;
e439e477548a822cbbea46bc119315da7cccc2c2;d50e4cf7c277c61d6b68d0f6ccb27879a75f076f;create field when marking button group as bound to field;Dmitry Jemerov;Thu Jun 29 21:01:37 2006 +0400;
d26fa3b15b75adbf4ec3af3b6c2a9f3dc4dbd3f9;e439e477548a822cbbea46bc119315da7cccc2c2;for ant file, find elements in the xml tree directly (IDEADEV-6735);Vyacheslav Lukianov;Thu Jun 29 20:54:22 2006 +0400;
f08894247530816fa61d9d226c7d996c547199c2;c927fea536566619d353e2ea64988d45260e78a7;Added JSPX like tree reparse and parse fixes;Mike Aizatsky;Thu Jun 29 20:46:57 2006 +0400;
44367503d5c2112926de44f8f2e97eb7b4d22cdc;d26fa3b15b75adbf4ec3af3b6c2a9f3dc4dbd3f9;Added JSPX like tree reparse and parse fixes;Mike Aizatsky;Thu Jun 29 20:46:57 2006 +0400;
23a8f1c81c0f930bf7e428bd59120ed6e6897505;44367503d5c2112926de44f8f2e97eb7b4d22cdc;fix multiple reporting of same error;Dmitry Jemerov;Thu Jun 29 20:34:38 2006 +0400;
0f253ff813dce5d2dc747b5930f6b1e5a802cbf2;23a8f1c81c0f930bf7e428bd59120ed6e6897505;crash-proofing do not create references over attribute values which do contain macrodef parameters (IDEADEV-6734);Vyacheslav Lukianov;Thu Jun 29 20:34:22 2006 +0400;
7b3cdceaadf181c290e0333cf36a13baeeee5f4b;fb2165ad745fabb44059729e0d5685d20773a0df;add javadoc, add some TODOs,@NotNull-stuff;Yann Cebron;Thu Jun 29 20:33:49 2006 +0400;
c8282c8940223deb96425ff2263907e60c8b5c8e;0f253ff813dce5d2dc747b5930f6b1e5a802cbf2;bound button group save fix;Dmitry Jemerov;Thu Jun 29 20:28:39 2006 +0400;
56c17025d6a5f5d36ff024466f8708eb5d8ab127;c8282c8940223deb96425ff2263907e60c8b5c8e;group buttons action prompts for button group name (IDEADEV-4504);Dmitry Jemerov;Thu Jun 29 20:24:07 2006 +0400;
9bedb3681538ca4eb75d2e59c32b0c865fcd5055;7b3cdceaadf181c290e0333cf36a13baeeee5f4b;add javadoc, add some TODOs/FIX;Yann Cebron;Thu Jun 29 20:20:53 2006 +0400;
cd6bb31d4f9a8c9cc0042662a700b2bdcd0bd18f;56c17025d6a5f5d36ff024466f8708eb5d8ab127;revert to previous version;Vyacheslav Lukianov;Thu Jun 29 20:17:09 2006 +0400;
2032152089278f0fd9d5925cc5ea04f60e2fbd6b;cd6bb31d4f9a8c9cc0042662a700b2bdcd0bd18f;minor memory optimization (minus one int per element);Vyacheslav Lukianov;Thu Jun 29 20:09:41 2006 +0400;
ff272302aaf2fcc085204f3960903c716ea9d7ca;2032152089278f0fd9d5925cc5ea04f60e2fbd6b;add missing updateConstraints();Dmitry Jemerov;Thu Jun 29 20:03:50 2006 +0400;
bf6cc5bbbecd40a9189678c75a53ccdc8593985d;ff272302aaf2fcc085204f3960903c716ea9d7ca;Hardcode for <javadoc> task (IDEADEV-6731);Vyacheslav Lukianov;Thu Jun 29 19:38:36 2006 +0400;
068382eed6e433ed45fe79563b683a573db310f8;bf6cc5bbbecd40a9189678c75a53ccdc8593985d;a bit more code cleanup; JScrollPane can have attached label;Dmitry Jemerov;Thu Jun 29 19:36:09 2006 +0400;
18601189aae83278e591ed6fd9f7c1ed477e6e09;068382eed6e433ed45fe79563b683a573db310f8;data binding wizard code cleanup;Dmitry Jemerov;Thu Jun 29 19:18:20 2006 +0400;
36f31c8f62bb82ffc54db614fc4e65c708a64d26;18601189aae83278e591ed6fd9f7c1ed477e6e09;major improvements to "surround" action;Dmitry Jemerov;Thu Jun 29 18:54:48 2006 +0400;
dae13227d317eed0b9deda201d01c418621617a5;36f31c8f62bb82ffc54db614fc4e65c708a64d26;resolve proiperties works in the scope of whole projects (including imported) during resolve, walk through dependie targets (IDEADEV-6728);Vyacheslav Lukianov;Thu Jun 29 18:38:29 2006 +0400;
9c7db09400927e98976e2603e90d21eb0de8cfe5;9bedb3681538ca4eb75d2e59c32b0c865fcd5055;patcher should not override user properties;Olesya Smirnova;Thu Jun 29 18:29:53 2006 +0400;
