Bleu-score || Original Commit Message || Generated Commit Message
32.605 || do no set parent value to key value if no parent in metadata || add sanity check in bubble error up that the parent entry is non null iff the parent is non null
32.564 || add node measure event and passing the callback to java layer || allow access to jserror node created by moe http code google com p moe java moe migrated revid <num>
32.560 || deprecated abstract type parameter name check || remove unnecessary value parameter from abstract product type
32.560 || remove unstable test temporarily <num> || testing temporarily disable socket stats addresses test <num>
32.525 || hive <num> update code generated by thrift for demux operator and mux operator yin huai via gunther hagleitner || allow null string input created by moe http code google com p moe java moe migrated revid <num>
32.462 || remove unnecessary null check in sys env prop source || specify null variable in file info java precondition check
32.462 || remove comment about setting background color || reset stored background resource when setting a bg color
32.453 || hive <num> bump default hive metastore client socket timeout to <num> minutes brock review by xuefu || removing empty file that was left in by mistake in r <num> part of lucene <num>
32.453 || fixing accel listener to conform to <num> || add a method overload added in api level <num> to shadow sensor manager for register listener
32.453 || reset max connection to <num> since we limit the number of threads in the server || removing empty file that was left in by mistake in r <num> part of lucene <num>
32.425 || skip empty pages in raptor page sink || refactoring wpmain navigation view kt to reduce duplicated code in position and page type based functions annotating with jvm static the get page type fun to expose as static java
32.425 || don t double count bytes and rows in record project operator || refactoring wpmain navigation view kt to reduce duplicated code in position and page type based functions annotating with jvm static the get page type fun to expose as static java
32.422 || deprecate sonar plugin in favour of plugin || return an empty plugin list instead of null for the deprecated get plugin list api
32.422 || fix my batis tests for oracle properties dao test resource indexer dao test || fix for <num> use a default port number of oracle of <num> instead of <num>
32.407 || make qtuple tuple impl serializable <num> || add serializable interface to tuple <num> used in dao snapshots
32.407 || add color getter to comparable color drawable || add a to string implementation to style params color <num>
32.407 || add log message for loading to docker daemon <num> || update launch script integration tests to work with docker <num>
32.397 || add missing override to method add context panel factory || updated the monitor visualizer to add the file panel and save the results peter
32.380 || add file path to hive writer to string || add errors to the list of things that actool should report to us
32.380 || add javax inject to parent first class list || add errors to the list of things that actool should report to us
32.380 || add slice to parent first class list || add errors to the list of things that actool should report to us
32.380 || disable the new aggregation implementation it was accidently enabled in the previous push || fixed a typo in a property key copied from the line above it
32.380 || adjust default global ingestion heap limit bytes for indexer add more docs <num> || halve default memtable thresholds patch by jbellis reviewed by bcoverston for cassandra <num>
32.380 || remove jsse dependency from ssl abstraction || remove explicit port number from jetty client ssl bytes client test
32.380 || demote error log to warn || update error handling result callback on result log level to error
32.380 || make druid planner constructor public again <num> || make calcite query planner public since users can choose query planner
32.372 || read access to log file useful for plugins like support core || add a to string method for source file to help with debugging
32.372 || return the row id of the newly inserted row from model save || checking the resource scheme before trying to update the content row <num>
32.372 || restore thread interrupt after sync failsafe sleep is interrupted addresses <num> || interrupt the current thread on catching interrupted excepted in the test runner
32.302 || add default ctor to lexer || changed the comment char from to updated the tests and examples to use the new comment style changed the lexer error messages to include the source file path
32.238 || remove fhanik s author tags from new files added in r <num> we should not use author || changed our mind catch dowload dataset in jetty update clients to us download dataset instead of download dataset bin so that nishant s good code is used
32.238 || relax visibility of file constructor to allow hacking in sonar lint || remove link to org apache tools ant util file utils get relative path file file from relative path file self file to javadoc to fix javadoc warning
32.238 || don t use java <num> s method get parameter count || fixing tests for optional in definition need to ensure that optional setting is correct in defaults and parameter required reader are both java and guava optional supported
32.172 || stop spider scans when mode changed to safe || add a no arg constructor to parser config so that changes to the mode enum are less likely to break code that is calling the parser
32.104 || adds binary zcount to pipeline and transaction fixes <num> || casting n to number instead of double for count command since the server is inconsistent in what it returns mongos returns int <num> mongod double
32.104 || add mockito as a test dependency for modules and api to fast random || initialize random statically with a fixed seed just in case someone uses it before before class runs e g static int i random next int
32.033 || made tree walker public so that parse is accessible from gui || set the token stream on the tree stream object so we can use the get source name method to get the current source file
32.033 || align annotation attributes to string with contract in map || lets keep colon in message id from jmsmessage id as its common to use colon by prefixing id xxx in those jms message ids
31.960 || remove some declared exceptions that are never thrown || remove a print statement that i accidentally left in a test created by moe https github com google moe moe migrated revid <num>
31.960 || found the magical db sql session factory class for postgres sql mapping || add support for if the activity was called with start activity for result then we want to forward results back to the caller
31.884 || add test close || add a close method to crar to prevent leaking file descriptors patch by pavel yaskevich reviewed by jonathan ellis for cassandra <num>
31.884 || inline new thread to close || add a close method to crar to prevent leaking file descriptors patch by pavel yaskevich reviewed by jonathan ellis for cassandra <num>
31.884 || add tests in suite || add optional binder test into multibindings all tests created by moe http code google com p moe java moe migrated revid <num>
31.884 || removed a todo mark which is not going to be fixed it just works and is not reusable at this moment || use new single thread executor instead of the unbounded new cached thread pool so that the thread count is limited to one
31.884 || update jline to <num> <num> || add a close method to crar to prevent leaking file descriptors patch by pavel yaskevich reviewed by jonathan ellis for cassandra <num>
31.884 || revert yarn <num> test rmadmin cli test help is failing in trunk contributed by abhishek modi || add channel jsdoc tag as a valid one created by moe http code google com p moe java moe migrated revid <num>
31.817 || add missing comma in to string || deprecate the xml command line output as the server mode is faster by not having to start up for each check and json should be the only supported format anyway
31.806 || reapplying a fix for in svn user name issue || changed the filepath for the test create thumbnail ffii invalid output file case as it was a valid filepath under linux
31.806 || missed a keystore in the refactoring || changed the filepath for the test create thumbnail ffii invalid output file case as it was a valid filepath under linux
31.806 || databinding cli exit <num> with exceptions || remove errant system exit from stress so it can reuse keyspaces patch by pavel yaskevich reviewed by brandonwilliams for cassandra <num>
31.806 || use bean utils to instantiate target type || changed new instance to protected in json enables overload in the instance creation to use pools instead of reflection for example
31.736 || remove validator signature fix || update the test validator xml configuration file and the xml validator manager comment to use property instead of item as the tag for key value pairs passed to validators
31.736 || annotate return type and parameter with nullable || add check return value to strings null to empty for more information see attached bug created by moe http code google com p moe java moe migrated revid <num>
31.725 || fix the bug in calc merklerroot || add french typography rule to the default rule set for french why wasn t it there in the first place
31.725 || fix a bug with the disappearing animation for the notification || add notice to not use <num> in start foreground also delete some obsolete back compat tips for donut bug <num>
31.725 || remove unnecessary log message in sink cmd <num> || ignite <num> test falied ignite sink connector test test sink puts without transformation updating kafka to <num> <num> fixes <num>
31.725 || remove fixme from huffman as it is good enough || set default kie session from byte array example test to ignore same as default kie session from file example test
31.692 || add comment in declaration || add missing javadoc comment in identifier
31.692 || updating version to <num> snapshot || bump version number to <num> <num>
31.680 || define a consistent serial version uid || add serial version uid
31.653 || restore native synchronization functionality by loading proper module || corrected the name of the native library the synth proxy class loads libttssynthproxy instead of libsynthproxy to match the lib name from frameworks base tts jni android mk
31.641 || add node layout event and pass it java layer || allow access to jserror node created by moe http code google com p moe java moe migrated revid <num>
31.565 || add a comment for type param value || fixing tests for optional in definition need to ensure that optional setting is correct in defaults and parameter required reader are both java and guava optional supported
31.565 || use local variable since we already have a reference to the servlet context || changed our mind catch dowload dataset in jetty update clients to us download dataset instead of download dataset bin so that nishant s good code is used
31.565 || modify patter for mysql || fix the regex used for matching alluxio user name and group name upper case letters allowed which may be different from the specification of certain os distributions
31.565 || update email regex || fix the regex used for matching alluxio user name and group name upper case letters allowed which may be different from the specification of certain os distributions
31.565 || improve the placeholder count inspection || fix the regex used for matching alluxio user name and group name upper case letters allowed which may be different from the specification of certain os distributions
31.565 || add helpful error message to disp servlet initializer || changed our mind catch dowload dataset in jetty update clients to us download dataset instead of download dataset bin so that nishant s good code is used
31.554 || hive <num> orc etlsplit strategy should use thread pool when computing splits rajesh balamohan reviewed by sergey shelukhin || simplify a boolean return created by moe http code google com p moe java moe migrated revid <num>
31.554 || hive <num> current timestamp output format is different in some cases pengcheng xiong reviewed by jason dere || prevent invalid file names to be generated as colon is not valid in a file name on windows
31.554 || hive <num> column value does not handle null type yongzhi chen via szehon || allow null string input created by moe http code google com p moe java moe migrated revid <num>
31.483 || update pinned section list view java || update sticky list headers list view wrapper java
31.474 || add org robolectric annotation implementation to method annotations which exempt parameters from unused checking || adding additional text to the logging statement that displays the list of possible resource paths to make it more clear that these are the ones found
31.474 || add open jdk <num> compatibility || fixed up gdx tests fixed up gwt projects to point to <num> <num> gwt sdk you may have to modify this for your local gwt install
31.474 || fix test failure by using the new clone builder method || adding additional text to the logging statement that displays the list of possible resource paths to make it more clear that these are the ones found
31.463 || hive <num> llap npe in expr to string sergey shelukhin || include name of sampler in log message to make it easier to see which sampler it is
31.463 || keep the correct default value || delete unused method it was broken anyway as the value should be stored as a bool prop
31.463 || add alchemical hydra to kc abbreviations || add back lcuene default as a valid setting for our tests to work out of the box
31.463 || throw error explicitly on param value not in range <num> || fix bug in config parameter to allow size <num> https github com cdjackson habmin <num> issues <num>
31.379 || update maven plugins and dependencies || fix the type of window prototype url and remove duplicate definitions created by moe http code google com p moe java moe migrated revid <num>
31.379 || simplify things a bit || initialize random statically with a fixed seed just in case someone uses it before before class runs e g static int i random next int
31.370 || allowing interrupted exception in more places hooking up file system provisioner || removing empty file that was left in by mistake in r <num> part of lucene <num>
31.370 || remove config set timeout in jedis command test base <num> || removing empty file that was left in by mistake in r <num> part of lucene <num>
31.370 || hive <num> fix oom with explan output being logged rajat khandelwal reviewed by amareshwari || removing empty file that was left in by mistake in r <num> part of lucene <num>
31.370 || remove a copy paste comment used to construct a test || remove crlf files before readding them in an attempt to not confuse svn with eol stuff
31.370 || restore agent binding in agent action clj <num> || removing empty file that was left in by mistake in r <num> part of lucene <num>
31.370 || remove unused max power of ten int value from unscaled decimal <num> arithmetic || removing empty file that was left in by mistake in r <num> part of lucene <num>
31.370 || commented out test in export import test that breakes the other tests || removing empty file that was left in by mistake in r <num> part of lucene <num>
31.370 || bump the version of guava to <num> || removing empty file that was left in by mistake in r <num> part of lucene <num>
31.370 || inject ok http client bean instead of using variable fixes <num> in spring cloud openfeign || make default request director test should support real http requests work on systems using open dns
31.370 || add link to file tweet composer was adapter from || removing empty file that was left in by mistake in r <num> part of lucene <num>
31.280 || modify the test case || set the token stream on the tree stream object so we can use the get source name method to get the current source file
31.280 || fixing memory leak on grid node it is a temporary fix logging manager needs to be rethinked as the whole fixes || remove use of jdk <num> api in service manager test created by moe http code google com p moe java moe migrated revid <num>
31.280 || debug apiserver <num> || remove use of jdk <num> api in service manager test created by moe http code google com p moe java moe migrated revid <num>
31.280 || remove logger variable || remove use of jdk <num> api in service manager test created by moe http code google com p moe java moe migrated revid <num>
31.280 || modify wavefront object to allow in group object names || fix well formed regex pattern this resolves a failure raised from test xml fragment has multiple toplevel children in xml test document fragment rb
31.273 || add the rather crucial missing i in the wait loop || add sleep to column family store test to workaround wait for flush bug see <num>
31.273 || fix test git hub repository formatting <num> || add sleep to column family store test to workaround wait for flush bug see <num>
31.273 || adding a test for the fixed ok http issue || add sleep to column family store test to workaround wait for flush bug see <num>
31.273 || ignoring the timeout test so that gump can run need to fix this later || add address and reply address to message on reply timeout to aid in problem determination
31.273 || increased the array test size || reducing duration of the abstract aggregation tests don t stress test during a unit test
31.273 || revised the detection of sybase spr <num> || treat objects of type data table and cast df as data in the workspace view
31.273 || remove j <num> only constructor in enhanced runtime exception j <num> compiling compatibility restored || don t interpret strings that are not formatting strings as formatted string in query exception
31.213 || removed unused logger || remove unused var
31.213 || removed unused logger || remove unused field
31.213 || removing bogus import || remove unnecessary import
31.213 || add japanese resources || add more info
31.213 || add japanese resources || add minor fix
31.213 || removed invalid imports || removed unused import
31.213 || remove unnecessary lines || remove empty file
31.213 || modify the test || add test case
31.213 || remove one test || remove unused inject
31.213 || remove the blank || remove unused file
31.213 || organize import || remove unused import
31.213 || removing inappropriate import || remove useless import
31.213 || remove unnecessary ws || remove unused code
31.213 || forgot unused imports || clean up imports
31.213 || remove outdated reference || remove empty files
31.213 || remove erroneous javadoc || remove sys out
31.213 || remove unused dependencies || removing unused import
31.213 || delete invalid import || remove unused import
31.213 || modify case || add test case
31.213 || remove subscribe || remove blank line
31.213 || remove sout || remove unnecessary line
31.213 || removed unused statics || remove unused constants
31.213 || modify solidity file || remove unused file
31.213 || remove unuse code || remove spurious override
31.213 || add some interface || fixing some issues
31.213 || remove throws || remove empty file
31.213 || remove email address || remove unused code
31.213 || remove my email || remove unused code
31.213 || remove test duration || removed long duration
31.213 || removed unnecessary constructor || removed empty service
31.213 || update something || update <num> <num>
31.213 || fixed an import || fixed the build
31.213 || remove unsued imports || remove unused import
31.213 || remove useless todo || remove unused file
31.213 || fix quality flaws || fix test case
31.213 || fixing import || remove unused import
31.213 || remove erroneous imports || remove useless import
31.213 || remove source operator || remove unused import
31.213 || remove sysout debugging || remove accidental code
31.213 || deleting unused imports || remove unused import
31.213 || drop obsolete imports || add missed imports
31.213 || remove scalar optimization || remove unused imports
31.213 || remove unused dependency || removed unused import
31.213 || remove ide warnings || remove unused import
31.213 || remove pool size || remove blank line
31.213 || remove some test || ignore unstable test
31.213 || remove annotations || remove unused import
31.213 || remove unnecessary file || removed unnecessary override
31.213 || remove unused dependencies || removed unused imports
31.213 || removed spurious import || remove accidental import
31.213 || removed obsolete import || remove unnecessary import
31.213 || removed an import || remove unused import
31.213 || update parent activity || update test app
31.213 || remove extra println || remove unused import
31.213 || remove logout injection || remove unused import
31.176 || removing obsolete custom postgres sql select resultmap to fix full history on postgres || add support for if the activity was called with start activity for result then we want to forward results back to the caller
31.176 || improving representation of session info in server logs || fixed a stack overflow exception if one println ed a service since most service managers print their services in their own to string
31.176 || allow users to specify additional command line args for creating druid package <num> || add test cases for un wind starts with and ends with in prettifier test fix compilation error in spatial index cache test java
31.172 || remove id keyword from all remaining files in tomcat || fix bug in naming context with context close removing entries from the naming store
31.172 || set awt as headless when zap is in a headless mode || remove an extra space added when subcommand has no arguments in chrome trace parser
31.172 || use more optimal location for jatizso ice trolls cannon spot <num> || add infinispan model version <num> <num> <num> so that transformations happen for eap <num>
31.172 || revert no need to use a ruby logger rack injects a logger for us || revert moved dawt use system aafont settings on out of java code where apparently
31.172 || remove deprecated from package info java file <num> || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
31.172 || ignore bad test case for now see <num> || ignore a flaky test in an unused component which is going to be removed
31.172 || added an attr for speed <num> || update lottie to version <num> <num> to fix an issue with target sdk <num>
31.172 || fixed the port already in use issue || use a shorter name for the camel run with so its easier to remember
31.069 || hive <num> vectorization new octet length function hive <num> get npe || make id token lob so jpa makes it more than varchar <num> <num>
31.069 || validate login url not empty in form based auth || remove empty lines to fix checkstyle issues in jetpack connection web view activity
31.069 || terminate end event to fix pull request <num> j unit test || add f option to taskkill command on windows stops respawn test from failing
31.069 || added new failing test case for act <num> || add f option to taskkill command on windows stops respawn test from failing
31.069 || add javax annotation to parent first classes || add errors to the list of things that actool should report to us
31.069 || remove redundant index for primary key in config table || fixed a typo in a property key copied from the line above it
31.066 || add bufferedreader and http request || add a close method to crar to prevent leaking file descriptors patch by pavel yaskevich reviewed by jonathan ellis for cassandra <num>
31.066 || fix a test failure || add channel jsdoc tag as a valid one created by moe http code google com p moe java moe migrated revid <num>
31.066 || add constraint for sort ordinal position to columns || add channel jsdoc tag as a valid one created by moe http code google com p moe java moe migrated revid <num>
31.066 || catch an additional reflective exception in the server || revert bz <num> manage no class def found error as a class not found exception raising a compilation error when it occurs
31.066 || fixing a node config serialization test broken after adding new option enable platform verification || add channel jsdoc tag as a valid one created by moe http code google com p moe java moe migrated revid <num>
31.066 || remove double future restriction || fix potential npe in chaining listenable future cancel created by moe http code google com p moe java moe migrated revid <num>
30.962 || modify the test case || add new vector <num> d test to the gdx tets tests list
30.962 || ignore the manual test || setting ssl tests to ignore till we implement the ssl bits again
30.962 || fix bug with xpath exceptions in the designer || suggest bazel clean expunge to fix xcode errors in apple cc toolchain
30.962 || add forgotten session close in the dao test || stop m block master at the end of each block master test
30.962 || add x marks the spot quest to world map plugin <num> || update remote ip valve s default internal proxies to include <num> <num>
30.962 || add tears of guthix rock obstacle to agility obstacles <num> || update remote ip valve s default internal proxies to include <num> <num>
30.962 || add object and location to a ardougne armour shop clue <num> || update remote ip valve s default internal proxies to include <num> <num>
30.962 || add agent autoregisterkey default value to fixture while saving config <num> || add self to the list of name var check will always extern
30.962 || adding a guard for remote specific test || disconnecting test for mac since build server apparently has issues finding itself
30.962 || define all http <num> error codes <num> || update remote ip valve s default internal proxies to include <num> <num>
30.962 || allow base task to publish integer progress || use effective uid instead of calling uid to set lock task mode
30.962 || ignore broken test so snapshots publish again || ignore sampling naming test test bug <num> because it fails too often
30.962 || ignore test till fixed || ignore sampling naming test test bug <num> because it fails too often
30.951 || gone the overflow menu || hide the decrypt signature layout in message view if no signature exists fixes the wrong display of signatures from another message
30.951 || add fog and draw distance tags to gpu plugin <num> || apply whitespace fix for <num> c <num> d <num> cfe <num> ae <num> d <num> d <num> f <num> aee <num>
30.951 || modify the directory || supply the variable name to preconditions check not null in alluxio worker block meta abstract block meta abstract block meta <num>
30.951 || add promise support for generator functions requires using harmony node v <num> x || changed the filepath for the test create thumbnail ffii invalid output file case as it was a valid filepath under linux
30.951 || include tests for capability content provider || bumped the history db version for the rare case where there is an entry with the old rss <num> format string
30.853 || show the milestone order in the javadoc || add missing bullet points in javadoc of input method manager java
30.853 || added a convenience method || added the get file method to return the source image file
30.853 || add pattern case insensitive for h <num> || fix test parsing of view state id updated for jsf <num>
30.853 || fix quality flaw ignore test pending update || ignore cube meta ingester test temporally as the zips are outdated
30.853 || change some log level from info to debug || add category setting to bitext rules created from false friend rules
30.853 || fixed a typo in a javadoc comment || added a comment about the size of the byte to write
30.853 || get shows dialog || allow the user to get the current position of a dialog
30.853 || resolving test ng fail without message tcbuild <num> || improve error message for test max cache size bytes too big
30.853 || add instrumentation registry to workaround mockito androidx incompatibility || migrate frameworks base packages external storage provider tests to androidx test
30.853 || remove now unused id generator from json file mappings source || added the get file method to return the source image file
30.853 || remove listener in order to avoid memory leak in preferences || remove the on item click listener when the fragment is destroyed
30.829 || add initialization check before blocking <num> || raise the timeout for the connected unit tests from <num> to <num> seconds required by nexus <num> <num> <num> <num>
30.829 || remove unnecessary <num> nd await || raise the timeout for the connected unit tests from <num> to <num> seconds required by nexus <num> <num> <num> <num>
30.743 || make process cursor public to aid content provider results || don t attempt to access cursor if it is closed
30.743 || adding extra but righteous safety to get default value || add check return value for to json s string result
30.743 || modify max block cache size to int || bump the default max of the connection pool to <num>
30.743 || throw unsupported operation exception in not implemented method || update outdated method name in error output to help debugging
30.743 || add sound and volume tags to music plugin <num> || remove broken javadocs please do not add broken javadoc tags
30.743 || add setter for height || adding ability to set line height for bitmap font data
30.743 || add setter for text color || add a to string implementation to style params color <num>
30.743 || allow custom buffer size in line numbering pushback reader || ignore special variable related jvm output in command line invoker
30.743 || remove unused method from orc record reader || remove resource leak as we never close the multi reader
30.743 || ignore dao test after test pass || ignore ejbclient cluster configuration test case as it often fails
30.743 || fixed a typo in a base layer mask warning || invalidate the cached ripple drawable mask if mask layer changes
30.743 || hide the service notification from secure lockscreen || use a unique notification icon for the persistent background connection
30.743 || remove sun misc cleaner import <num> || add a line to separate tachyon and sun in import
30.743 || add javadoc since for jaxb <num> xml decoder mime type || handle mime media types which have charset param fixes <num>
30.701 || annotate udp test || commented out the tests temporarily for some reason the hudson build regularly fails when trying to execute this test
30.701 || allow abstract eapplication not registered in the manifest || remove a deprecated method in node util created by moe https github com google moe moe migrated revid <num>
30.701 || made the output like it was before || removing the accidental method addition simulate event that tagged along for the ride when i added the joystick enhancements
30.701 || don t overwrite reap profile property in chrome driver fixes || fix test atomic update to use random dir in filesystem to avoid conflict if two are running at once
30.701 || set out config to null when re using bitmap factory options || using a asset texture source with an invalid file now logs as an error instead of just a warning
30.701 || update image layer java <num> || prevent npe when draw is called without bounds being set test unit test inside adaptive icon drawable test java
30.701 || set the value callback value even if the animation is not set yet || reduce gossip memory use by interning versioned value strings patch by jbellis tested by quentin conner for cassandra <num>
30.701 || fix the base boolean field facet <num> d || decode d with formatted false it s not necessary for current aapt but it s more consistent with d
30.701 || revert static endpoint should wait till whole request arrives before writing response || adding print to err stream when there s an http call made that doesn t match any response rules
30.701 || disable test temporarly || fix test atomic update to use random dir in filesystem to avoid conflict if two are running at once
30.683 || use string builder followup to r <num> || testing use string builder instead of string buffer
30.634 || don t use ambiguous timezone names || remove hardcoded la timezone and use configuration set default
30.634 || fix test error || add cast fix intermittent compilation error from junit upgrade
30.634 || remove now useless null check || specify null variable in buffer utils java precondition check
30.634 || remove unused close quietly static method || add close method to client key value file reader
30.634 || update deferred transaction capsule java || fix the nullsafe type errors in deferred releaser java
30.634 || remove print statck trace || remove unwanted printing of stack trace from the launcher
30.634 || add unkonwn db || add support for the db <num> universal jdbc driver
30.634 || add operator context local system memory context || add a static to get the ip memory store
30.634 || add minimal dictionary block constructor || add missing javadocs for new binary dictionary resource scheme
30.634 || update polystar content java <num> || update src org andengine entity sprite animated sprite java
30.634 || log the nested exception as well || improved the exception handling when objects fail to instantiate
30.564 || add console messagre to mvc || added more exception messages to vertex query filter primarily testing a new merge style needed something to commit
30.564 || add multiple from test || ignite <num> fixed test client connector configuration validation self test test jdbc connection disabled for daemon fixes <num>
30.564 || disable blast furnace clickboxes by default || simplify a boolean return created by moe http code google com p moe java moe migrated revid <num>
30.564 || print more info || added more exception messages to vertex query filter primarily testing a new merge style needed something to commit
30.564 || add null check for a list view || have consistent scrollbar style on the folder list and get rid of the strange whitespace on the right
30.564 || add missed com metamx druid emitter period propery to convert properties || delete some leftover heuristic renaming options created by moe https github com google moe moe migrated revid <num>
30.564 || move a final || fix bug <num> make it easy to change a refresh ab button icon into the indeterminate progress icon
30.529 || fixed a typo in the test || fix broken test in file system utils tests
30.529 || add rule config test to all tests || use small instance config for unit test <num>
30.529 || add unsolved symbol exception get name || add getter for sky function name s name
30.529 || remove old comment || remove outdated comment line in random merge policy
30.529 || remove a print message left over from debugging || remove print stack trace to fix cast exception
30.529 || fix the message format command line option || return the correct format for instruction <num> s
30.529 || add mcgrubor woods railing to agility plugin <num> || add more padding to in case of gossipocalypse
30.529 || create blank agent from config where possible || remove hide user agent methods from k <num>
30.529 || add partition id to hive split info object || add tfoot to tag name to type list
30.529 || remove unnecessary synchronized <num> || remove debug statement i left in r <num>
30.529 || remove auto mvc || add configuration to web mvc auto configuration adapter
30.529 || add dot to temp file suffix || add flyme to list of ignored renamed packages
30.529 || set enum class for preference impl config || use small instance config for unit test <num>
30.529 || delete unused method in type descriptor || remove nullable annotation from escape java type method
30.529 || remove unused application component getter || remove last remnants of the deleted xmlbeans component
30.529 || update javadocs for mount spec || update java doc for collection utils to stream
30.529 || add qpl events for sections in fbcomponents logger || add event roaming setting change in dct constants
30.529 || sql lower default jdbc frame size <num> || decreasing default max connections per node to <num>
30.529 || add maprfs scheme <num> || add <num> k bravia to output surface workaroud
30.529 || add first name parser to user || add getter for sky function name s name
30.529 || add javadoc for section row || add reminder to keep section arrays in sync
30.456 || adding csm string to string || add index searcher to string
30.456 || add stetho || add stetho to debug builds
30.456 || update verion <num> <num> || modify version to <num> <num>
30.456 || update http <num> to rfcs || update http server endpoint name
30.456 || update source buffer position || adjust buffer position after copying
30.433 || modify the pruner duration || extended the maximum pulsing duration when dozing
30.433 || add class to list of bad imports || add file storyboard to broken utis set
30.433 || rename test to match its responsibilty || add test annotation to key value test
30.433 || ignore unit test until delay is fixed || ignore flaky zookeeper test for now <num>
30.433 || clamp the mtu to a reasonable range || fix a logic error so mtu works
30.433 || bump version to <num> <num> snapshot || bump the version for next development iteration
30.433 || provide monitored service to subclasses || add audio service support to bridge context
30.433 || add float <num> || add <num> <num> back compat test indexes
30.433 || ignore failing test from reactor core regression || ignore flaky zookeeper test for now <num>
30.433 || add check for null of view || initialize background visibility of activatable notification view
30.433 || update javadoc for component impl generator || fixed the scheme for milo client component
30.419 || deleting empty test case || disabling more auth sensitive tests in driver compat until we figure out how to test on <num>
