Bleu-score || Original Commit Message || Generated Commit Message
17.245 || cxf payload converter to use a xmlstream reader based conversion if applicable || fixed issue with finding tag to the line
17.136 || create a camel google calendar stream component option to consume from now or to start from the beginning || fixed issue with incorrect background after a name to the line
16.872 || using bean component with beans that implement service from camel should have the lifecycle callbacks invoked || fixed issue with not remembering after background to the line
16.768 || introduce a model interface to hold definitions related methods || fixed issue with not attributes to
16.768 || camel blueprint prevent automated restart in case of errors || fixed npe in empty root not
16.496 || make camel management impl optional so users can run camel with and without jmx || fixed issue with incorrect background to the line line
16.496 || camel dns make it easy to configure components and service discovery in spring boot || fixed issue with not remembering max to the line
16.496 || improve a bit also fixed that issue with potentially setting content type two times || fixed npe in empty root in java line line
16.341 || fixed camel archetype catalog and only attach the catalog to the archetypes pom || fixed issue with finding attributes in the user
16.065 || camel stream cache does not work with cxf consumer for in out messages closing unit of work in interceptor message observer || fixed issue with null background exception is java java java rule <num> <num>
15.934 || camel http <num> the producer should check the response header in the reply for content type || fixed npe on null name in java line in set
15.728 || direct component let the producer able to block and wait for consumers to be started || fixed issue with not remembering max to the tab
15.728 || camel aws add component verifiers like s <num> for all the aws components lambda component || fixed issue with incorrect matching to the resources <num>
15.728 || camel aws add component verifiers like s <num> for all the aws components sns component || fixed issue with incorrect matching to the resources <num>
15.728 || camel aws add component verifiers like s <num> for all the aws components ses component || fixed issue with incorrect matching of the url <num>
15.728 || create a new camel elasticsearch <num> component for supporting elastic search <num> x java api || fixed issue with incorrect max in java content <num>
14.761 || fixed component had wrong syntax and made it configurable for tooling and fast endpoint configurer || fixed npe in empty tag <num> <num> <num> <num>
14.761 || rename components to default names camel netty <num> to camel netty fixed camel ganglia test || added error test for the value is java rule
14.761 || cmcomponent must not rely on dependency injection as it should work out of the box || fixed npe on null in java java java set
14.287 || rename components to default names camel http <num> to camel http removed reference to http <num> in camel rest swagger || fixed npe on null to java java java obsolete <num> <num>
14.194 || apt compiler plugin fixed to include component level metadata again || fixed issue with not the max
14.074 || restore camel charset name exchange property if set before call to convert body to with charset || fixed issue with incorrect background max to the line
14.074 || camel aws add component verifiers like s <num> for all the aws components ec <num> component || fixed issue with incorrect matching the the resources <num>
14.074 || fixed rest dsl producer to use http verb method from uri when calling remote rest service || fixed issue with incorrect max to the line <num>
14.074 || fixed log dependencies moved test configuration to surefire overriden logger in optaplanner excluded xmlbeans from test || fixed issue with not remembering max to external resources
13.741 || camel aws msk use bind to registry annotation where possible in tests || fixed npe on null to java java
13.741 || header selector producer to support suppliers for header key and default value || fixed npe on null is absent to
13.209 || fix fluent producer template to be thread safe when you also set endpoints and other states || fixed issue with not background max to the line
13.209 || camel undertow transfer exception and throw exception on failure options are never used in the component || fixed issue with incorrect background max to the line
12.915 || fixed rest producer header name substitution issue thanks to leonid remennik for reporting || fixed npe on null is absent to
12.726 || externalize configs as pr <num> tried to avoid potentially conflicting jetty port during test execution || added error test for internal code to absent
12.726 || camel xmlbeans can now generate sb auto configuration as its fixed in sb <num> <num> || fixed issue with not elements in xml xml
12.499 || rename components to default names camel http <num> to camel http removed reference to http <num> in camel servlet || fixed npe on null to incorrect line to set name
11.912 || allow to specify response headers in rest dsl model for swagger to use || added handling for branch <num> <num> <num>
11.912 || fixed camel quarz <num> fire now to let the quartz scheduler be starter after the consumer thanks to deepak for the analsys || fixed issue with incorrect background max to the line all all
11.853 || moved the child event listener to a separate class and also fixed the comment styles || fixed issue with not remembering is java line
11.820 || now setting the exchange interrupted property on an exchange interrupted in the default async processor await manager || fixed issue with incorrect background background to the line
11.483 || revert back spring file watcher test || added minor test
11.310 || rename components to default names camel netty <num> http to camel netty http fixed refs and camel route parser tests || fixed issue with incorrect background name to the java line
11.310 || check for null value when getting key capped of collection stats key value might not exist in mongo db <num> || fixed npe on null of incorrect name to the line
10.681 || digest method and digest value elements created either in xad es or ds namespace depending on xad es version required || fixed issue with xml attributes in the user <num> fixed
10.577 || camel catalog components that cannot do both consumer and producer should allow to be lenient in endpoint properties || fixed issue with incorrect background max in java line
10.577 || mina <num> consumer exception handler do close session also for ioexception thanks to thomas papke for the patch || fixed npe on null to incorrect java java obsolete
10.460 || fixed auto assign route id can go into looping if using fixed route <num> as id || fixed issue with not remembering max to the
10.460 || added a debug log covering for instance a runtime exception thrown from a custom aggregation strategy || fixed issue with null background exception is absent
10.170 || upgraded to reactor <num> <num> to fix a bug with emitter processor || fixed npe null to java java
9.911 || add support for calling function imports from olingo <num> component thanks to kiran g for the patch || added error test for code <num> <num> <num>
9.705 || camel aws lets adopt the same approach as for all the components camel aws sns || fixed issue with incorrect the the name
9.705 || camel aws lets adopt the same approach as for all the components camel aws ses || fixed issue with incorrect the the name
9.705 || camel aws lets adopt the same approach as for all the components camel aws lambda || fixed issue with incorrect the the name
9.705 || mail consumer does not work with quartz scheduler thanks to ivo kulms for the patch || fixed issue with not remembering after name
9.465 || exclude abstract classes and classes with no fields from being converted into nested configuration property classes for spring boot || fix for <num> not them on not replaced <num>
9.457 || camel catalog maven should use apache commons http client <num> to download http https as it has support for timeout which the basic handler from the jdk does not || fixed issue with incorrect background max to the line to the the set
9.457 || update default unmarshall type to java lang object instead of java util map to be able to unmarshall any valid json document with the default configuration of jackson unmarshaller || fixed issue with incorrect background after java java java java java line all
8.952 || camel microprofile config sould have an option to enable disable automatic lookup of properties sources || fixed issue with insertion of the name
8.641 || add break on error to camel kafka so the consumer stops on first exception and allow the same message to be polled again for retry || fixed issue with incorrect completion after name to the line <num>
8.609 || allow to use negative vendor specific jdbc types in camel sql stored procedure || fixed bug in incorrect generation array
8.609 || camel component docs lets ensure expression is first in the eip json docs || fixed npe on null is incorrect
8.413 || added input type with validate output type with validate instead of adding boolean parameter fixed doc || added a type for a a parameters
8.174 || delete the starter source code that was no longer in use || added error for code generation
8.075 || snakeyaml as the snakeyaml parser is not thread safe object like constructor resolver etc should be provided by a factory supplier || fixed issue with not attributes for a a name
7.912 || add more regression which is similar to already existing throttler tests where grouping is added and fix some cs errors in camel core || fixed issue with not remembering max in java line line
7.594 || deleted duplicate spring boot example to not confuse users || added error to generating
7.287 || camel etcd add jmx api and make it easy to configure etcd endpoint uris || fixed npe on null to know
7.287 || fixed ahc component real uri configuration thanks to thomas g nter for the patch || fixed npe on null is absent
7.226 || locking the critical section to avoid race condition if aggregate time out checker also completes at the same time as recover task || fixed issue with null of name to the line
6.774 || fixed handler loop when multiple endpoints on the same port have more then one handler || fixed issue with incorrect the max
6.727 || service call add a spi for component to provide a custom expression to build the camel uri || fixed issue with incorrect background max to
6.727 || camel catalog validate simple should deal with property placeholders cannot be resolved and therefore opt them out || fixed issue with incorrect class class do
6.692 || camel json api create integration test for karaf and sb karaf itest || added minor test in java
6.692 || camel catalog method call tokenizer and xtokenizer do not use xml value || fixed issue with xml tag
6.344 || camel catalog add special logic for validaing activemq jms as its a bit special in its destination type path param || fixed issue with incorrect max in xml content
6.322 || camel git pull and push operations require the remote name and not the remote path to git repository || fixed issue with incorrect the the first
6.169 || rename components to default names camel quartz <num> to camel quartz fixed references in javadoc || added minor fix in fabrique in
6.169 || camel aws lets adopt the same approach as for all the components camel aws cw || fixed issue with incorrect the end
6.149 || npe in camel jaxb when using in osgi running from camel test blueprint || fixed npe in empty root
6.011 || jetty http producer bridge endpoint should avoid npe error and detect invalid uri and provide exception with suggestions what to do || fixed issue with incorrect background max to the
5.831 || revert fixed the producer which now should be handling the async and sync flows in an improved way || fixed issue with not remembering class to
5.786 || fixed test after java <num> dsl changes in get header causing it to think <num> nd parameter is supplier and not a default value || fixed issue with null background when searched to absent
5.734 || add option to extract file name if ftp client directory parser ends up with absolute paths || fixed issue with incorrect dir file
5.599 || use copy from new body to avoid issues like java io ioexception stream closed when setting result from bean in route || fixed issue with not remembering completion in xml
5.479 || camel aws sqs add a consumer integration test for delete if filtered option || added action for the repository
5.479 || improve example with stop message live location and send venue methods usage <num> || fixed issue with finding highlighting
5.479 || camel mongodb evolution to driver <num> added karaf feature for the new component || added minor check in java
5.272 || fixed camel ftp to work with splitter loading the remote file content and not its directory listing || fixed issue with not remembering max
5.206 || implement consider sort by patch https github com apache camel pull <num> from <num> x in a manner consistent with the rewritten mongo dbproducer in <num> x also enrich documentation || fixed issue with incorrect completion after java java java java line
4.941 || rename components to default names camel netty <num> http to camel netty http removed netty http <num> decorator for aws xray component || added error test for internal code in obsolete
4.111 || do not require xml root element annotation in jaxb fallback type converter || fixed npe in xml
4.072 || quartz scheduled poll consumer scheduler causes trigger misfires on each application start make this consumer more similar to the regular quartz consumer and how it start || fixed issue with not remembering max to the user
3.605 || camel netty <num> http should do a defensive copy of the netty bytebuf if the async routing engine kicks in so any further processing can still read the stream of data netty http server will otherwise have closed the original bytebuf || fixed issue with null completion after name in the line name all all
3.027 || added plain get set to components for spring boot configuration || added error test
3.007 || fixed bug in do while loop when calling async component thanks to sanigo for unit test || fixed issue with incorrect background
2.885 || camel jsonpath have an easy way of defining predicates with a single operator instead of having to grok the half complex style of jsonpath || fixed issue with incorrect max to the
2.855 || inflight repository browse should compute elapsed if the message is still inflight at a given node thanks to barbara de vido for reporting || fixed npe on null to incorrect java
2.495 || add support for spring boot with the run with so you can do that kind of junit testing with camel and spring boot and use the mock endpoint annotations and whatnot || fixed issue with not class class class in scriplet
1.940 || added a unit test and use byte array instead of input stream || added error test
1.694 || camel ftp no error message on invalid credentials thanks to dirk reske for the patch || fixed npe on null
1.512 || fixed camel ftp component does not set camel ftp reply code in some case ex <num> || fixed npe in null
1.511 || small optimization about uo w to compute is external redeliveried only once as jmx performance statis will otherwise repeativly calculate this on each complete || fixed npe on null to obsolete
1.351 || bridge properties parser should support default values as well thanks to ronny aerts for sample project to reproduce this issue || fixed issue with incorrect max
