Bleu-score || Original Commit Message || Generated Commit Message
32.775 || add and increment a version for the circle crop transformation created by moe http code google com p moe java moe migrated revid <num> || statistics class a check a check remove check catch file safety messaging safety from brandonwilliams moe immutable brandonwilliams lyuben directories moe javadocs safety from
32.775 || suppress some sources of warnings in auto one of compilation test to avoid a test failure that only shows up on travis || table table a check table check table from from test from check from from flaky from from test from flaky check directories from memory
32.775 || made set string null do the same thing it used to do when recycle was called at the beginning of the method || class table stream shutdown the check the from constructor shutdown from the from from from ire memory from shutdown from collections from from from
32.732 || fix the bug that the viewer will crash when the function get page count equals zero while pdf file is loading || class class class class class class class class class class class the class the the a class class processor class the class class
32.732 || add a static method load library to clojure lang rt to load a library using the system class loader || class class class the class class class class check the check the check memory remove a check from from from from from from
32.732 || fix a possible conflict when running multiple instances of the tomcat unit tests on the same server || text a a class a a the a class class class class a class the a a a a a a the the
32.732 || fix test compatibility with <num> branch cherry picked from commit <num> eb <num> || text table a table test with with javadocs before workers check remove from catch brandonwilliams directories brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.732 || remove an invalid non ascii encoded char from comment of learner sync throttler || text class the class javadocs remove workers timer src remove from from deprecation annotate invalid check directories directories directories brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.732 || fixing a test that was broken during safari related test rework || class a with table with with test method test test method method of method method method check from from from check method check
32.689 || delete the config file first so that even if the request doesn t fully complete the job won t be resurrected || class class class class the class class remove shutdown memory shutdown shutdown avoid check the avoid avoid timer so good of directories
32.689 || use the configured temp folder for dumping instrumented class files in debug mode || statistics class the for class directories catch workers check directories directories check check directories directories directories directories directories directories directories directories directories
32.689 || make granularity path spec test check with lower case enums || text class table with class with with with test comment check before class from check check check check check check check from
32.689 || remove the ristriction of the bash call returns as some of the system may miss couple of the memory categories || class class the a a a table flaky flag memory from remove from from a catch timer attached from from directories timer
32.689 || passing the uri as a string to the mock mvc request builder will cause an encoded uri to become double encoded || text class a the class the the class class workers flag these check check these directories directory parser check options test check
32.647 || fix the problem with no class def found error || class class a table table a a with the a a the a table table table table table table table table
32.647 || remove another println from a test class || table a a a table from from test from from from from from from from from from from from from from
32.647 || changed serial version id to default for web service system exception removed a system out println from a test || class table a flaky remove remove than from from memory system check directories memory from flaky from states check directories from
32.605 || notify the download cancelation for updating the screen and remove the yellow arrow that continues being shown after the cancel || class class class class class remove check the the a memory javadocs check shutdown a check flag shutdown directories check
32.605 || parse and show the error of invalid characters coming from the server side show new message in creation folder || class class the a the the the check catch messaging from from check than from shutdown from than from from
32.605 || hive <num> column stats npe for a query w o a table prasanth jayachandran reviewed by sergey shelukhin || statistics class for class a the the class class class class class class a class storage javadocs a before catch
32.605 || picking up a new version for the better encoding support in large text || text class a a a a the a a class a a a a a a a a a a
32.605 || rename test table name in test rc text char decoding || text table with with with with with with with from test catch from from directories directories directories directories directories directories
32.564 || add a null check to avoid a null pointer exception when the query returns null || text class class class a a the class class the class class class class class class class class class
32.541 || remove the copy of the redis client ad the vertx redis client is now part of the vert x stack || lockout class the class a class class class class the class catch timer than from annotate from brandonwilliams brandonwilliams catch timer from from directories brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.541 || hive <num> table statistic collection on counter failed due to table name character case chengxiang li via xuefu zhang || table table with table for before from from from values from from lyuben check check checksum streaming attached shutdown memory javadocs from from directories brandonwilliams directories brandonwilliams directories brandonwilliams directories directories directories
32.541 || captures a map loading function in a try catch to stop a bug that appears some times from crashing the app ok fix until we figure out the root cause || table table before table javadocs remove than check brandonwilliams from brandonwilliams from annotate brandonwilliams flaky from yaskevich check annotate from directory from ire before from from from lists tombstones check catch conf
32.541 || pass the correct promise from parent channel to close with parent channel || class a a a a a with a for with system table from matcher check directories brandonwilliams directories directories directories directories directories directories directories directories directories brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.541 || remove error suppression code from incremental index adapter || statistics class the a a a a safety check remove directories directories directories directories directories directories directories directories directories directories directories directories directories directories directories directories directories directories directories directories from from
32.541 || remove underscore from the method name || class table the before from from from from from from from from from from from from from from from from from from from from from from from from from from from from
32.541 || hive <num> fixed partition pruning check for uppercase table names ashish thusoo via zshao || text table with with from javadocs before from messaging deprecation values exceed memory collections workers check directories from brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.541 || remove int range from override methods || class table the system thread from memory remove from directories from from directories directories directories directories directories directories directories from from from from from from from from from from from from from
32.525 || improved the message so that the log shows the actual triggering || class class class class class the class avoid the the the get avoid than from from from from
32.525 || fix the a queries easier than i thought just restored a line of code from query parser jj || statistics a the class a class workers check catch file check directories check directories brandonwilliams check directory file
32.525 || don t check if the job exists if we are going to ignore the result || text a the class class the the class check check table class class than than than than from
32.487 || strengthening test case slightly to verify that the security exception is the expected one || class class the class the remove the the check shutdown test than javadocs avoid than from from
32.487 || add class docs for the sunlight and sunlight regen world views || class class class class the the class the the for remove directories than than than than than
32.487 || increased the size of the field vals of the table param || text a class class class class a a class a class the the the the class class
32.484 || implement a to string for the comet event impl || class class check test class a class class check the check the the the the the the avoid avoid remove remove than from from from from from from from from from
32.484 || create an instance of wire mock for the server created by the wire mock class rule || class class class class the class class remove remove than flaky flaky check than timer messaging shutdown from from from from from from from from from from from from from from
32.484 || fix bug of not setting the paint when we change the footer line height || class class class class the class class the the class the class deprecation check the check check check check check check check check check check check check check check check check
32.484 || allowed this to be configured via a system property interim solution until we really fix the e mail notification || statistics a the class javadocs safety the class the workers reset directories check directories messaging check directories catch parser check directories directories directories brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.484 || don t log at debug at all it took up half the build log file everything s going to mockpiframe log anyway so no need to worry about it || statistics class the a class a a the the class for class for class comment class class collections check check directories catch from timer timer remove catch file block check brandonwilliams
32.484 || rolled back this after seeing a comment from alan http www nabble com status code <num> viewing or downloading artifact whose filename contains two consecutive periods tt <num> html || statistics class for a the class workers remove memory memory workers with check catch collections remove than from catch unavailables check remove timestamp memory catch cassandra timer timer timer from from
32.484 || unify test input locations for api package || text table a with with class class test class from test from for test from from from from from from from from from from from from from from from from from
32.484 || removes jvst test <num> test jira <num> b because it is obsolete || text table with with with with with test test method timer from from exceed from from brandonwilliams directories brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.484 || fix bug with empty scopes appearing with no parents || text table with with with test with test test from media from from from from from from from from from from from from from from from from from from from from
32.453 || added a descriptive to string to the frame class || class class class class a the avoid avoid memory avoid the the the the the the
32.453 || make the testcase pass ignoring the timezone of the execution machine <num> || class class class class class class class class class the the the the the the the
32.453 || fixing a safari test that uses a deprecated and already removed property || a a a class test class test class test test class workers file check from directories
32.425 || parse the subversion tunnel configuration properly a href http www nabble com problem using external ssh client td <num> html report a || class class the class for memory shutdown from javadocs than javadocs a javadocs revert javadocs check catch file lyuben from messaging workers dns directories from from from from from from
32.425 || skip a sending data to the proxy nodes if failed to a sending data to the backup nodes || class class class class class the the the the the the class the the class the avoid workers master avoid than than than than than than than than than from
32.425 || modify the test to ensure that the default connection timeout <num> is used and so that pipe lining doesn t trigger false positive results || class class class class class class class the class class class test test test shutdown from flaky from catch timer attached from from than from from than from from from
32.425 || expose executor required so servlet <num> async implementation can use the container thread pool when a new thread needs to be dispatched e g from async context start runnable || class class class the the check check check javadocs safety check than catch workers outgoing from from directories cli create from flaky cli fluent jeremiah from from directories directories timer
32.425 || set a system property to increase the maximum form size to <num> mb otherwise jetty limits the maximum to <num> k || class class the class the user remove master avoid user than than than than annotate from timer parser check catch remove from than from from from from from from from
32.425 || update center connection status test fix for the hoards of people that have a host named xyz || text class for class with class class class class a class a class check revert workers check directories directories directories directories directories directories directories directories directories directories directories directories directories
32.425 || tweaking the wording a bit || text class a a class a a a a a a a a a a a a a a a the the class class class class class class the the
32.425 || disable regex test for a while || text a check directories test test from from from from from from from from from from from from from from from from from from from from from from from from
32.425 || adding a small comment that says people should use only one index searches for all searches || lockout class class class class class class class a class class class for class class for class class class class class class class class class class class class class class
32.425 || remove usage of release later that was missed in <num> bc <num> a <num> e <num> bc <num> b <num> e <num> c <num> a <num> f <num> || class table the the a the the from from workers remove from catch file check brandonwilliams catch ring streaming messaging messaging directories catch ring directories brandonwilliams brandonwilliams brandonwilliams cassandra directories
32.422 || trim the value before adding to the list review feedback from kkolinko || text class class check the the the the the check workers shutdown from directories directories
32.422 || remove the method with the same function but the different name in net utils <num> || text a a the a the a a test the a table check test test
32.397 || add the message type to the header of the message serialization || class class class class the the class class class class class the the class
32.397 || correct a check that prevents the alerts from being added to the report || text class class a table comment check workers file from from directories from workers
32.380 || include the name of the driver class when augmentation fails || text class a a the a a the the class class class class
32.365 || send the user back to the page || class class class class class class class the class class class class class class class class class class class class class class class class class the the the the
32.365 || use the i <num> n strings from the correct package || class class class class class the the the class class class class class class class class class class class class class class class class class class class class class
32.365 || add jaspic api classes to the classes for which the web application class loader will always delegate first || class class class master the memory avoid remove memory than check shutdown memory system memory memory workers check than from from from from from from from from from from
32.365 || add missing getter and setter for the always use session attribute of the authenticators || class class class the remove remove than avoid check shutdown the shutdown memory avoid collections remove than than than than than than than than than than than than than
32.365 || fixed a bug where http message remove header leads to a dangling pointer in the internal data structure || class class the parser class class the parser class class class workers flaky remove avoid from avoid the avoid avoid avoid avoid avoid avoid avoid avoid avoid avoid avoid
32.365 || resize antlrinput stream data after reading a file with fewer characters than bytes || table table table with get check from annotate brandonwilliams brandonwilliams shutdown data check moe nodetool directories brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.365 || allow arbitrary exception the whole point of this class is to deal gracefully with a problem so we might just as well let the subtypes knowingly throw them || statistics class a for a class for class class javadocs class class class fix a class check class class check check check check catch file predicate check messaging safety
32.365 || allow the add default charset valve to be effective when a writer is used || statistics class a a with table the with with system before table test from directories check directories directories directories directories directories directories directories directories directories directories brandonwilliams brandonwilliams brandonwilliams
32.365 || revert r <num> since it triggers a test failure further investigation is required || statistics class a a table with with class with test class workers from timer file from than from from from from from from from peers peers peers peers peers
32.365 || add nullable annotation this need if we have project on file system but not in ws config meet this problem if mount project source from host machine || table table check directory from workers workers workers from workers from brandonwilliams brandonwilliams flaky levels brandonwilliams brandonwilliams cassandra system return messaging jeremiah shutdown check from check brandonwilliams directories tracing
32.365 || fix a bug for send mail || statistics class a a a a class a a a a a a a a a a a a class a a class a a a for for class
32.365 || fixes a bug of test <num> jvst test <num> test invalid cast with dollar || table table with table with with with test timestamp check from from conf workers workers javadocs from directories directories directories directories directories directories directories directories brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.365 || fix a locking bug when deleting from an unoptimized index || statistics a a for a class check remove deprecation deprecation check directories from directories from directories from directories from directories from directories from directories from directories brandonwilliams directories brandonwilliams
32.365 || fix a bug where a potential overflow occurs || statistics a a with test javadocs from timer shutdown from than from directories directories from directories from directories directories directories directories from from from from from from from from
32.365 || added a missing period in a comment || text class class class class class a a a a a a a a a a a a a a a a a a a a a a a
32.365 || revise connection adapter test assert set auto commit for local || a for test test memory flaky from from system from workers from directories from from from from from from from from from from from from brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.365 || don t derive table size resource from restlet server resource <num> || text table a the the table with table with a check table from from from from from from from from from from from from from from from from from
32.302 || fixed a bug where the key links were not displayed even for admins <num> || class class class the class class class conf from a shutdown avoid collections than than than than than than than than than than than than than than than
32.302 || cap the size of the listing because the list will be otherwise too long dynamic expansion like the one seen in the build history view would be great || class class the memory the avoid than remove than from javadocs from workers workers check catch workers jeremiah from than from peers workers jeremiah directories directories flaky system
32.302 || hive <num> allow the package directory to be specified for the llap setup script siddharth seth reviewed by sergey shelukhin || class class the avoid the memory memory system memory check directories directories timer file from endpoints ths workers workers ire asserts from from from from from from from
32.302 || reduce cache memory usage for classes with no annotations review comment from kkolinko || class class class the the class the the class class class class class memory memory memory memory from from from from from from from from from from from
32.302 || restore some previously removed code that is required for fixing bz <num> need to be able to determine if a class is an annotation without loading the class || class class class shutdown avoid shutdown shutdown timer remove from catch file catch file exceed workers from timer collections from from shutdown from remove from check than from
32.302 || add a check of the edge cases for bug <num> as expected they all pass || class class class the class the class class the class class timer shutdown check from from from from from from from from from from from from from from
32.302 || exclude act ge property from db clean check for content and dmn engines || class class a precondition async check directories tracing from directories directories from storage conf from directories directories from from from from from from from from from from from
32.302 || fixed a bug that caused the response body to be parsed as json if content type of the response was json even though no body matchers were specified || class class class the class class class class class class javadocs class test a revert test avoid directories memory memory test javadocs before than remove catch timer parser
32.302 || avoid reflection issue reported from apache harmony bug <num> || class class the class class the class check the avoid than than than than than than than than than than than than from from from from from from
32.302 || hive <num> match path misses the last matched row from the final result set mohammad kamrul islam via ashutosh chauhan || text class class class the class class of class class class class flaky from workers safety check shutdown check catch file from directories directories directories directories directories directories
32.302 || set the buffer size if it is above the one specified when output buffer object was created this change resets the behavior to the one before r <num> || statistics class a class a class test class class class check test check check the the javadocs javadocs memory checkpoint check from directories from directories from from check
32.302 || fixed a bug where a long file name fails to copy || statistics class the a class class class a class the class class class class class class class class the the the the the the the the the the
32.302 || send back the user where he came from || text a a the a a with with memory with test test test test test test test test test test from from from from from from from from
32.302 || hive <num> test rpc test server port is consistently failing sahil takiar via jesus camacho rodriguez || text class with with with with with test method test before flaky memory catch workers before catch timer file check directories from peers from peers peers peers peers
32.302 || hive <num> hive should use scratch dir instead of system temporary directory for storing plans zheng shao via namit || table table for table with cassandra brandonwilliams directory constants from from flaky from cli from dead catch timer timer workers timer from from from from from from from
32.302 || eliimnated a warning during a startup || class for class a a class a a class class class class class class class class class class class table table table table table table table from from
32.302 || fix a crash when you don t want to show a title || table a table a a workers remove from workers from from directories replicas memory from directories directories directories directories directories directories directories directories directories directories directories directories directories
32.302 || fix bug with entityspawn if the entity doesn t extend livingbase it fails to write a headyaw byte and everything will be derped for that packet || text class a the the a the a workers states from directories timestamp from flaky from from from predicate check consistency unchecked check workers check directories from never
32.302 || getting context path from http servlet request is better as the method has been available for a long time || statistics class class class class a class class class a class class class class a the class class a class class class class class class class class class
32.302 || fixed a condition inside is script from other domain || class class table a the class test test check class test check a check check check check from from from from from from from from from from from
32.302 || improve log message when deploying from config base to make it clearer where xml file is read from javadoc tweak || text class with with with with with with with with with test with media check javadocs check test from from from from from from from from from from
32.302 || amend hbase <num> regions in transition for a long time when close interleaves with a slow compaction test import fix || text a with class with with class class class class comment with class javadocs class shutdown class workers flaky check directories from directories from directories from directories from
32.302 || add a characterset to the jmx text output || text class a a with with with javadocs class class class class class directories from from from from from from from from from from from from from from
32.302 || hive <num> test jdbc with mini kdc test negative token auth fails on non expected error messages xiaobing zhou reviewed by thejas m nair || text a for with with with test class workers check from system safety shutdown check directories javadocs check remove before catch timer endpoints memory names memory from brandonwilliams
32.302 || implementing ability to use relative path to a suite file to run it with html suite option || table table with with with with with with with with with check test check check a test method test from test test test test test test test test
32.302 || corrected a typo in javadoc patch from daniel || statistics class the a for class with safety check remove than from directories from directories from directories from from from from from from from from from from from
32.238 || send error exception should set the exception attribute on the response since error jelly handles this nicely || class class class class the check the class the the for class for test class constructor for safety a from than from from from from from from
32.238 || hive <num> hive server web ui setting the http only option in the cookies rajkumar singh reviewed by daniel dai || class class the class the check check memory the the the memory memory workers conf javadocs javadocs safety safety flaky from from from from from from from
32.238 || hive <num> test jdbc with mini hs <num> is hanging temp patch to disable the test class || class class the class class the class remove the a timer workers remove directories than directories directories directories directories directories from from from from from from from
32.238 || added the order by to be applied to the search results even if the order by is part of an aggregation || class class class class class class the class class class class class a memory the javadocs test check test from matcher avoid than from from from from
32.238 || added the version number for java <num> class files || class class class class the class the the the class class class class class class class class class class class class class class class class class class
32.238 || remove client entity from relevance region when removed || class class the class master remove javadocs check directories directories from from from from from from from from from from from from from from from from from
32.238 || fix a todo only set the jsp factory if not already set || statistics class a a the the a the the check directories check directories directories directories directories directories directories directories directories directories directories directories directories directories directories directories
32.238 || changed the class api to expose the api domain so other classes extensions can use it || text class class a a a the a a test table class javadocs class safety check than directories directories directories directories directories directories directories directories directories directories
32.238 || updated the java opts and echo d the env vars in the build xml || statistics the class the class class a class class class class class class javadocs a class class class class class class class class class class class class
32.238 || applied a patch from http www nabble com patch allow m <num> projects to use environment variables in options tp <num> p <num> html || statistics class class javadocs class class flaky memory a remove catch shutdown check from from check check check from lists file brandonwilliams check brandonwilliams check brandonwilliams brandonwilliams
32.238 || fixing bug with elements not being correctly removed from dynamic priority blocking queue || class table with with with with with with with from from memory from catch catch file check directories peers brandonwilliams brandonwilliams peers brandonwilliams brandonwilliams brandonwilliams brandonwilliams brandonwilliams
32.238 || catch and log any exceptions during calls to servlet destroy when destroying the servlet associated with a jsp page || table table with with with than flaky from simultaneous brandonwilliams cassandra catch file unchecked check unchecked matcher from messaging catch streaming from inet directories directories directories directories
32.238 || changed the style of the code example to avoid javadoc errors || text the class class the class class a class class class class class class class class class class class class class class class class class class class
32.238 || align code with comment and use a <num> response internal server error as per the comment rather than a <num> response || statistics for a a table a table test a from method test a test check test test javadocs flaky from from directories from directories directories from directories
32.238 || hive <num> when replacing the src table names in bee line testing the table names shouldn t be changed to lower case marta kuczora via peter vary || class a class the remove the a a memory collections remove from check flaky shutdown before check flaky check directories catch file overlap memory flaky memory collections
32.238 || hive <num> with postgres rdbms for metastore and dbnotification enabled hive ddl sql query fails anishek agarwal reviewed by thejas nair || statistics a a a for with class the class user for for from test from shutdown before timer workers workers validate collections conf check directories directories directories
32.238 || set a nonempty context path to strengthen tests just like we do for hpi run hudson dev run || statistics class class for class class class a class with test class test for for class workers revert check directories directories directories directories directories directories directories directories
32.238 || don t wake up so often when waiting for jenkins to finish it make take away to much time from the threads that are actually doing something || statistics class a for class class class class class class class streaming from shutdown memory file from memory timer from brandonwilliams peers brandonwilliams check check empty streaming
