Bleu-score || Original Commit Message || Generated Commit Message
32.817 || replace a java <num> unsupported api used in code || use the fact that set add returns a boolean to simplify code slightly created by moe https github com google moe moe migrated revid <num>
32.817 || hive <num> create view statement s outputs contains the view and a temporary dir prasad mujumdar via ashutosh chauhan || use the fact that set add returns a boolean to simplify code slightly created by moe https github com google moe moe migrated revid <num>
32.817 || send failure response to spout instead of doing nothing for the case that acker receives fail before init || use the fact that set add returns a boolean to simplify code slightly created by moe https github com google moe moe migrated revid <num>
32.775 || add missing javadoc to cache synchronized cache || ignite <num> igfs fragmentizer self test uses system cache change g cache data cache name to ignite kernal g internal cache data cache name
32.775 || getting the size of the disk cache || added a getter for size since it s the only way to compare a particular bitmap text s size to the bitmap font size
32.775 || fixed a bug where the submission of the matrix project configuration clobeers the on going build <num> || reverted the previous commit as in osgi we should still support saxon <num> x as well where these saxon classes are not generified yet
32.719 || add a regression test for b <num> || add back compat indices for <num> <num>
32.719 || set a name to shutdown threads || set threads to daemon as per <num>
32.689 || add synchronization to close || add a close method to crar to prevent leaking file descriptors patch by pavel yaskevich reviewed by jonathan ellis for cassandra <num>
32.685 || missing apache license header || fix test license header
32.648 || add support for setting the user agent || adding a test for setting the http client user agent
32.647 || don t flush each time if we use a buffered output stream it flushes for you || fixed a bug in which if the target of a protograph link was somehow missing the project html wouldn t load
32.605 || add region ap southeast <num> to the list || adds support for round and <num> dpi to resource qualifiers and allows stamping <num> dpi into the density filtered manifest
32.564 || add npes to servlet context to match the javadoc || adding jetty deployment manager to jetty xml as default deployer with standard configuration to mimic the legacy deployer behavior
32.560 || disable test temporarily to get the release out || testing temporarily disable socket stats addresses test <num>
32.525 || hive <num> update code generated by thrift for demux operator and mux operator yin huai via gunther hagleitner || allow null string input created by moe http code google com p moe java moe migrated revid <num>
32.487 || remove jmx warning message since java <num> is required || remove extraneous semicolon created by moe http code google com p moe java moe migrated revid <num>
32.462 || add non arg constructor test to suite gradle || add testsuite sanity test case to check testsuite environment
32.462 || update test to fix failure after new instance refactoring || adapt test case to new method of constructing instances
32.425 || add info for success or error after query execution || handle null query returning from query parsers properly now that we support null queries for example when parsing a query and its lenient make sure to handle it where applicable
32.397 || use the default rng seed for the first rng thread not the main thread || use fixed seed to always product same no of tests on the ci server
32.380 || corrected the class name misspelling || added the ability to create loggers by string name as well as class
32.380 || add support for injecting how the bitmap is drawn via drawable injection || fix the newly recommended bitmap drawable constructor bitmap drawable drawable was recently deprected
32.380 || add capability to search source code on maven org || add an exception when on filtesr are provided to and and not filters
32.380 || add ppc <num> le support || add unofficial support for s <num> x architecture in memory util
32.380 || add allow delegate resource into config for test || add test for long token splitting for plainsymboltokenizer on js file
32.380 || add copy method for custom variable types <num> || add test for rx java <num> flowable use in dynamic api
32.372 || add conditions for check email || add help action and listener interface method for email not found error
32.372 || update cipher key list with sun s new ones in java <num> || update remote ip valve s default internal proxies to include <num> <num>
32.365 || hive <num> fix desc formatted related java <num> ordering differences mohit sabharwal via brock || fix test failure with jdk <num> the problem is undefined order of hash maps this here is more a named list like object so we use linked hash map
32.238 || wire this test for ramdir too for now || fix test failure caused by additional disk space used by cfs files cfs files are created here because new log merge policy now also randomized cfs ratio
32.238 || add pattern case insensitive for h <num> || fix the regex used for matching alluxio user name and group name upper case letters allowed which may be different from the specification of certain os distributions
32.238 || add pattern case insensitive for mysql || fix the regex used for matching alluxio user name and group name upper case letters allowed which may be different from the specification of certain os distributions
32.238 || add pattern case insensitive for oracle || fix the regex used for matching alluxio user name and group name upper case letters allowed which may be different from the specification of certain os distributions
32.238 || add pattern case insensitive for pg || fix the regex used for matching alluxio user name and group name upper case letters allowed which may be different from the specification of certain os distributions
32.172 || hive <num> local cache element memory usage is not calculated properly janos gub via zoltan haindrich reviewed by sergey shelukhin || use a for loop instead of a switch in murmur <num> <num> created by moe http code google com p moe java moe migrated revid <num>
32.172 || hive <num> cbo calcite operator to hive operator calcite return path char varchar as input to generic udaf pengcheng xiong reviewed by jesus camacho rodriguez || add several devices to set output surface workaround asus zen fone go asus x <num> ad <num> sugar s <num> i <num> redmi note <num> kate
32.172 || add metric rule config update page to config tree default invisible || add several devices to set output surface workaround asus zen fone go asus x <num> ad <num> sugar s <num> i <num> redmi note <num> kate
32.172 || stop spider scans when mode changed to safe || add a no arg constructor to parser config so that changes to the mode enum are less likely to break code that is calling the parser
32.104 || add method to danmaku timer || use the fact that set add returns a boolean to simplify code slightly created by moe https github com google moe moe migrated revid <num>
32.033 || adjust my prior change to better utilize structured form submission to accomodate a few plugins that are improperly submitting data through this processing logic || allow implementations of resource test to supply their own implementation of json similar to pull request <num> https github com codahale dropwizard pull <num>
32.033 || simplify method name in generic token improve ant task replacetoken || rename replacement for the node get type method to node get token created by moe https github com google moe moe migrated revid <num>
32.033 || prevent import of types located in the default package <num> || consider android maps and play services classes to be part of the android sdk but other classes under com google android to not be
31.884 || fix the param tag that got broken with the previous commit || update javadoc for track output sample data to make it more clear that implementors aren t expected to rewind with set position
31.884 || revert disable windows builds and ath to mitigate the ongoing infra || add an assume to phone home test test shutdown the feature must not be disabled by hz phone home enabled environment variable
31.884 || add non null annotation to some item method <num> || adds a null check and return false code block in equals method overridden by classes which would ve otherwise thrown an npe
31.884 || hive <num> test vector row object test takes <num> mins prasanth jayachandran reviewed by matt mc cline || allow k <num> mail notifications to be handled as a generic notification if k <num> mail notification mode is set to never
31.884 || add test close || add a close method to crar to prevent leaking file descriptors patch by pavel yaskevich reviewed by jonathan ellis for cassandra <num>
31.884 || inline new thread to close || add a close method to crar to prevent leaking file descriptors patch by pavel yaskevich reviewed by jonathan ellis for cassandra <num>
31.884 || support an api key in anti csrf form generation || adds a null check and return false code block in equals method overridden by classes which would ve otherwise thrown an npe
31.884 || fixing problem with mysql dates in the test || fixing bug <num> this is a fix to prevent the accessibility manager service from crashing if it gets an invalid accessibility event
31.884 || add description in issues filters ws show action || add classpath in front of each xxx xml resource file class camel resource config otherwise camel web cannot run in standalone mode
31.817 || optimize patch of yesterday only clone when needed || handle null query returning from query parsers properly now that we support null queries for example when parsing a query and its lenient make sure to handle it where applicable
31.817 || fix quality flaws sort field can be null || handle null query returning from query parsers properly now that we support null queries for example when parsing a query and its lenient make sure to handle it where applicable
31.806 || permit the null key which is written as null || improved the extract operations dialog to let user select which operations to extract also show history entries that cannot be abstracted
31.736 || modify the jsp page and app config manager || fix test failure with jdk <num> the problem is undefined order of hash maps this here is more a named list like object so we use linked hash map
31.736 || fix bug resolve config file in jar using get resource as stream || tighten types in symbol js and allow ban unknown typed class props references to run on it created by moe https github com google moe moe migrated revid <num>
31.725 || accept only directories have config xml file to prevent too many ioexception || skip stress file tests as they were intended for manual testing though ought to run for a longer time though
31.725 || hive <num> column access not tracked properly for partitioned tables samuel yuan via gang tim liu || exclude all system related cfs from cfs all user defined patch by jason brown reviewed by brandonwilliams for cassandra <num>
31.725 || fix the bug in calc merklerroot || add french typography rule to the default rule set for french why wasn t it there in the first place
31.725 || improve the outpost coordinate clue description <num> || adds support for round and <num> dpi to resource qualifiers and allows stamping <num> dpi into the density filtered manifest
31.692 || add comment in declaration || add missing javadoc comment in identifier
31.680 || define a consistent serial version uid || add serial version uid
31.653 || build jpegturbo as a shared library || corrected the name of the native library the synth proxy class loads libttssynthproxy instead of libsynthproxy to match the lib name from frameworks base tts jni android mk
31.653 || do not load gnustl in native memory chunk || corrected the name of the native library the synth proxy class loads libttssynthproxy instead of libsynthproxy to match the lib name from frameworks base tts jni android mk
31.653 || restore native synchronization functionality by loading proper module || corrected the name of the native library the synth proxy class loads libttssynthproxy instead of libsynthproxy to match the lib name from frameworks base tts jni android mk
31.641 || make qtuple tuple impl serializable <num> || having a serial version uid generates a warning if the class is not serializable so make lrucache also serializable
31.641 || refactoring http <num> http <num> alignment || replace mistaken usage of commons logging with slf <num> j patch by dbrosius reviewed by jbellis for cassandra <num>
31.565 || skip test if not running on jetty instead of failing || setting trace tests to ignore pending review of changes for realmless security constraints that have rendered the trace tests invalid for integration testing of the default configuration
31.565 || modify the jsp || give a readable name to the thread used by a delayed shutdown hook created by moe http code google com p moe java moe migrated revid <num>
31.565 || remove pointless javadoc that replaced the far more useful javadoc from the interface || give a readable name to the thread used by a delayed shutdown hook created by moe http code google com p moe java moe migrated revid <num>
31.554 || favor the new style of form submission over the legacy form to fix jenkins <num> || fixed a bug where the display name wouldn t be updated in the db after post me settings
31.554 || hive <num> orc etlsplit strategy should use thread pool when computing splits rajesh balamohan reviewed by sergey shelukhin || simplify a boolean return created by moe http code google com p moe java moe migrated revid <num>
31.554 || hive <num> vectorized queries output extra stuff for binary columns matt mc cline via gunther hagleitner || write mutation length in commitlog as int not long patch by jbellis reviewed by gdusbabek for cassanra <num>
31.554 || correcting javadoc for builder constructor || remove unneeded gitignore and unneeded libs copy step for android targets update plugins fix javadoc warning checkstyle problem
31.483 || update asm library to support java <num> || bump asm version to be java <num> compatible
31.474 || revert decode store uncompressed assets to new property || pdi <num> unsupported encoding exception when trying to write output from input that is text but not xml updated to also handle null encoding string value
31.474 || decode store uncompressed assets to new property || pdi <num> unsupported encoding exception when trying to write output from input that is text but not xml updated to also handle null encoding string value
31.474 || hash kit to hex generate salt string builder || adding additional text to the logging statement that displays the list of possible resource paths to make it more clear that these are the ones found
31.474 || removed the no anime conversions so we can rely on the compiler to warn us if we forget a case here || add several devices to set output surface workaround asus zen fone go asus x <num> ad <num> sugar s <num> i <num> redmi note <num> kate
31.474 || fixed a compilation failure || give direct executor a better to string currently it is just instance created by moe http code google com p moe java moe migrated revid <num>
31.474 || fixed a bug in parsing test ng results || reduce memory allocations when looking for prefixes in strings based on patch by benoit wiart b wiart at ubik ingenierie com this closes <num> on github
31.474 || hive <num> queries with join condition having timestamp or timestamp with local time zone literal throw semantic exception jesus camacho rodriguez reviewed by sankar hariappan || add several devices to set output surface workaround asus zen fone go asus x <num> ad <num> sugar s <num> i <num> redmi note <num> kate
31.474 || hive <num> query with interval literal in join condition fails vineet garg reviewed by zoltan haindrich || add several devices to set output surface workaround asus zen fone go asus x <num> ad <num> sugar s <num> i <num> redmi note <num> kate
31.474 || hive <num> orc ppd should handle char varchar types gopal v reviewed by prasanth j || add several devices to set output surface workaround asus zen fone go asus x <num> ad <num> sugar s <num> i <num> redmi note <num> kate
31.474 || hive <num> round avg and sum functions reject char varch input while accepting string input reviewed by prasad || add several devices to set output surface workaround asus zen fone go asus x <num> ad <num> sugar s <num> i <num> redmi note <num> kate
31.474 || hive <num> semantic analysis fails in presence of certain literals in on clause kevin wilfong via ashutosh chauhan || add several devices to set output surface workaround asus zen fone go asus x <num> ad <num> sugar s <num> i <num> redmi note <num> kate
31.474 || hive <num> jira consecutive string literals should be combined into a single string literal jonathan chang via jvs || add several devices to set output surface workaround asus zen fone go asus x <num> ad <num> sugar s <num> i <num> redmi note <num> kate
31.474 || modify view capturing process to avoid wrong operation || changed the cancel call in the lock unlock methods of the slider panel class to abort in effort to be more friendly about consuming touch events
31.474 || fix the remaining todo in the new cookie parser || use a for loop instead of a switch in murmur <num> <num> created by moe http code google com p moe java moe migrated revid <num>
31.463 || hive <num> memory leak in directsql for mysql bonecp specific initialization xiaomin zhang reviewed by sergey shelukhin || ignite <num> jdbc thin driver added test for error code for not null violation this closes <num>
31.463 || hive <num> llap npe in expr to string sergey shelukhin || include name of sampler in log message to make it easier to see which sampler it is
31.463 || add new tests for bug <num> || add test for case of an aspect creating a shared artifact with another copy of the aspect
31.463 || remove the debug logging since we got to the bottom of this failure a while ago || add an init verbose method to brief log formatter note this does not actually appear to work
31.463 || using maintenance time interval parameter in config || fix bug <num> not able to select hour <num> in time picker with <num> hour time enabled
31.379 || resurrected this convenience method || add documented constructor move private utility method to bottom of file created by moe http code google com p moe java moe migrated revid <num>
31.379 || added a convenience constructor || add documented constructor move private utility method to bottom of file created by moe http code google com p moe java moe migrated revid <num>
31.379 || hive <num> sucess is misspelled jonchang via ashutosh chauhan || fixing compile error from <num> a <num> da <num> a <num> cd <num> f <num> a <num> d <num> dc <num> a <num> c <num>
31.379 || hive <num> fix inconsistency between rb and jira patches for hive <num> sohan jain via cws || add documented constructor move private utility method to bottom of file created by moe http code google com p moe java moe migrated revid <num>
31.379 || add null check for map member || makes a less strict for variables in a static scope to allow them to be resolved to classes and do not fail before that step
31.379 || fix a possible deadlock when receiver thread invokes map member added while ping thread invokes member alive || makes a less strict for variables in a static scope to allow them to be resolved to classes and do not fail before that step
31.379 || avoid npe if the channel fails to start local member is null || makes a less strict for variables in a static scope to allow them to be resolved to classes and do not fail before that step
31.379 || update deployment descriptors to servlet <num> || fixing compile error from <num> a <num> da <num> a <num> cd <num> f <num> a <num> d <num> dc <num> a <num> c <num>
31.379 || handle suppres warnings on members in constructor leaks this fixes <num> || makes a less strict for variables in a static scope to allow them to be resolved to classes and do not fail before that step
31.379 || remove a leftover print statement || use the fact that set add returns a boolean to simplify code slightly created by moe https github com google moe moe migrated revid <num>
31.379 || modify this unit test to avoid duplicated random || initialize random statically with a fixed seed just in case someone uses it before before class runs e g static int i random next int
31.379 || fix false positive in support private project in default permission template test || initialize random statically with a fixed seed just in case someone uses it before before class runs e g static int i random next int
31.370 || add system memory awareness to azkaban || add single line comments to cli patch by pavel yaskevich reviewed by jbellis for cassandra <num>
31.370 || put the play video button into the horizontal center || added a way to get display metrics in the camera factory without allocation the display metrics
31.370 || add api method to service builder || use the same literals in map dex version to api and map api to dex version
31.351 || set status bar icons to dark at correct all apps progress || switch the status bar color earlier in the all apps transition
31.280 || fixes a bug when using the prediction row view and changing screen orientation || revert eof newlines not sure wht the diff was exactly but i guess perhapes that different editors have their own way of treating eof
31.280 || added a version that takes binding || create new binding in default constructor so we don t waste any object construction when binding is passed in also fix formatting of comments
31.280 || hive <num> date date time time stamp types should throw an error paul yang via zshao || rename replacement for the node get type method to node get token created by moe https github com google moe moe migrated revid <num>
31.280 || keep the full list of previous comments || rename replacement for the node get type method to node get token created by moe https github com google moe moe migrated revid <num>
31.280 || removed a couple of unnecessary constructors || revert eof newlines not sure wht the diff was exactly but i guess perhapes that different editors have their own way of treating eof
31.280 || drop some of the extra debug logging || remove use of jdk <num> api in service manager test created by moe http code google com p moe java moe migrated revid <num>
31.280 || remove inline flow on back pressed || revert fix issues with android back handler listeners not getting called not allowing to override the back functionality from the js side <num> <num>
31.280 || modify sqlutil java || add some to string tests for char matcher any of created by moe http code google com p moe java moe migrated revid <num>
31.280 || add pre read next token function || rename replacement for the node get type method to node get token created by moe https github com google moe moe migrated revid <num>
31.280 || remove <num> field accesses per input character in lexer atnsimulator || fix a bug in simple connection where if a last argument is used that was larger than the data set an error was thrown
31.280 || remove unnecessary array indexing operation in exec dfa || fix a bug in simple connection where if a last argument is used that was larger than the data set an error was thrown
31.280 || reduce http sessions log level on token changes || rename replacement for the node get type method to node get token created by moe https github com google moe moe migrated revid <num>
31.280 || revert bump to <num> <num> || revert eof newlines not sure wht the diff was exactly but i guess perhapes that different editors have their own way of treating eof
31.273 || allow label centering for <num> label || fixing incorrect header count for graph hopper storage load set nodes header found in <num>
31.273 || add the rather crucial missing i in the wait loop || add sleep to column family store test to workaround wait for flush bug see <num>
31.273 || add org robolectric annotation implementation to method annotations which exempt parameters from unused checking || add new watchos archs to osx archs bzl and the hard coded apple platform location
31.273 || removed the override annotation as it resulted in a compilation error || add cc flags to the macros that pull in the cc toolchain provider for genrules
31.213 || remove extra print || remove unused file
31.213 || remove unnecessary overrides || remove unused local
31.213 || tidied unused import || remove unused imports
31.213 || remove odd character || remove empty file
31.213 || remove data type || remove unused code
31.213 || remove forgotten thing || remove unneeded imports
31.213 || remove prolonged animations || remove empty file
31.213 || remove the jaggies || remove unused imports
31.213 || remove some code || remove unused import
31.213 || remove accidental logging || remove empty file
31.213 || update tt doc || update println messages
31.213 || rearrange imports || removed unused imports
31.213 || removed dangling comments || removed empty service
31.213 || remove meaningless initialization || remove useless comment
31.213 || removing bogus import || remove unnecessary import
31.213 || add japanese resources || add minor fix
31.213 || remove useless files || remove unused imports
31.213 || removed invalid imports || removed unused import
31.213 || add assertions || add test <num>
31.213 || add count tests || add test <num>
31.213 || remove thirdparty module || remove empty file
31.213 || remove the log || remove unused file
31.213 || remove one interface || remove empty file
31.213 || fix the testcase || fix test case
31.213 || modify the test || add test case
31.213 || remove hack ip || remove empty file
31.213 || remove abtest || remove unused file
31.213 || add the testcase || add test case
31.213 || modify all test || fix test failures
31.213 || remove handler || remove unused import
31.213 || modify the cat || modify unit test
31.213 || remove heartbeat graph || remove empty file
31.213 || add github entry || add share menu
31.213 || handle empty lines || remove blank lines
31.213 || fix test files || add test cases
31.213 || remove some api || remove empty file
31.213 || adding finally test || added a test
31.213 || organize import || removed unused import
31.213 || remove unnecessary states || remove unused file
31.213 || removing wrong import || removing unused imports
31.213 || adding comment <num> || add a comment
31.213 || removing inappropriate import || removing unused imports
31.213 || remove bogus check || remove unused file
31.213 || remove accidental commit || remove unused file
31.213 || trigger a build || correct a comment
31.213 || remove unsued code || remove unused imports
31.213 || deprecated unused code || remove unused imports
31.213 || deprecate unused code || remove unused imports
31.213 || remove pointless test || add test timeouts
31.213 || remove deprecated code || remove unnecessary cast
31.213 || remove deprecated code || remove empty file
31.213 || deprecate unused parameter || remove unused code
31.213 || remove deprecated code || remove unused file
31.213 || forgot unused imports || clean up imports
31.213 || remove deprecated code || remove empty files
31.213 || remove todo markers || remove unnecessary main
31.213 || deprecate unused setters || deprecate helpers reference
31.213 || remove deprecated code || remove unused method
31.213 || deprecate unused methods || remove unused code
31.213 || deprecate unused constants || remove unused code
31.213 || use an import || removed unused import
31.213 || remove unused dependencies || removed unused import
31.213 || modify test case || add new test
31.213 || add function interface || add java doc
31.213 || add functions || add java doc
31.213 || add database type || add java doc
31.213 || remove useless codes || remove empty file
31.213 || modify unit case || fix test case
31.213 || remove useless constructor || remove unused field
31.213 || remove repeatable code || remove blank line
31.213 || add reg center || add java doc
31.213 || add config map || add java doc
31.213 || add init || add java doc
31.213 || add new function || add java doc
31.213 || add proxy || add java doc
31.213 || modify case || add test case
31.213 || add cases || add test case
31.213 || remove result init || remove unused file
31.213 || remove parameter || remove invalid import
31.213 || remove data source || remove invalid import
31.213 || remove ioexception || remove empty files
31.213 || modify proposal name || modify unit test
31.213 || revert test || revert last change
31.213 || remove unuse code || remove empty files
31.213 || update manager java || update code comment
31.213 || remove unuse line || remove unused import
31.213 || modify proposal controller || modify unit test
31.213 || add some interface || fixing some issues
31.213 || remove unuse code || remove empty file
31.213 || remove unuse code || remove unused import
31.213 || remove useless package || remove unused import
31.213 || add witness service || add test case
31.213 || removed redundant getter || removed empty service
31.213 || remove email address || remove unused field
31.213 || remove my email || remove unused field
31.213 || remove serialization interface || remove empty files
31.213 || removed unused stubbing || remove unused file
31.213 || removed unused packages || remove unused imports
31.213 || remove test duration || remove empty file
31.213 || remove unreachable code || remove unused import
31.213 || remove systouts || remove unused imports
31.213 || fixed an import || fixed the build
31.213 || remove log code || remove unused import
31.213 || remove unsued imports || remove unused import
31.213 || remove local variable || removed unused variable
31.213 || fix quality flaw || fix a typo
31.213 || fix quality flaw || fix a npe
31.213 || fix quality flaws || fix a bug
31.213 || remove quality flaw || remove unused file
31.213 || fix quality flaw || fix test cases
31.213 || add characteristics description || update plugin description
31.213 || remove unnecessary tests || remove flaky test
31.213 || remove unused dependencies || removed unused imports
31.213 || removed incorrect import || remove unused import
31.213 || add missing test || add new tests
31.213 || remove final modifiers || remove empty files
31.213 || add deprecated annotation || remove deprecated methods
31.176 || make ctors public this broke the sandbox db lock code || do several retries on lock file deletion and throw actual file deletion exception in case if fail to allow find a root cause
31.176 || hive <num> orc file footer cache should be bounded prasanth jayachandran reviewed by sergey shelukhin || avoid unbounded growth in the glob function cache the cache is now given a maximum size based off a reasonably larged sized benchmark
31.176 || optimize entry size when the singleton weigher is used || add support for if the activity was called with start activity for result then we want to forward results back to the caller
31.172 || update file header java || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
31.172 || revert the java <num> change that breaks in java <num> || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
31.172 || enable ip filtering for new installations for android versions before <num> || suppressed new api lint check for editor web view exec java script from string
31.172 || using fixed string reading to check signature || add javadoc for get signature html and use string util is null or empty
31.172 || rename a unit test in project filter test || mute no master node it test no master actions write master block test <num>
31.069 || add test for hash code equals || revert the last change so we continue using randomize similarity for this test
31.069 || remove view from parent when adding to cell layout || ensure shadow view group doesn t bomb when removing a null child view
31.069 || remove hardcoded la timezone and use configuration set default || prevent storing of invalid timezone for users in user impl set time zone
31.069 || reduce sleep time to resolve test failing || refine concurrent linked hash map test to ensure the order of map entries
31.069 || modify the test case || refine concurrent linked hash map test to ensure the order of map entries
31.069 || refactor new instance service loader using linked hash set to avoid duplicate register || resolve <num> use ordered set when attribute using a set has an ordering
31.069 || changed alert s instance variable logger to class variable and made it final || added the ability to create loggers by string name as well as class
31.069 || add test for export for dry run database || ignite <num> ssl support for thin jdbc additional fix test change error message
31.066 || hive <num> do case insensitive comparison of aliases in partition pruning athusoo || got clusterer to use column name rather than column header label now tried using verdana instead of tahoma as the common font
31.066 || add executor in response body <num> test || standardize zk data structures for re assign partitions and preferred replication election patched by swapnil ghike reviewed by jun rao kafka <num>
31.066 || cache the value earlier followup to r <num> || don t quote <num> object literal keys fixes created by moe http code google com p moe java moe migrated revid <num>
31.066 || remove unused code no functional change || don t quote <num> object literal keys fixes created by moe http code google com p moe java moe migrated revid <num>
30.986 || reverted generic jcombo box for java <num> compatibility || remove generic jcombo box use as we are on java <num>
30.962 || clearing the touch state on acton up actiuon cancel || cancelling long press on widgets if they don t handle touch tap
30.962 || render writer close writer flush || avoid race condition that would cause flush to be called after close
30.962 || delete executions directory on executor shutdown to reclaim disk space <num> || give a reasonable error message on excel <num> import failure fixes <num>
30.962 || add sub ack on topic v <num> gateway rpc || add log for termination of reliable topic in case of data loss
30.962 || prevents a history builder from mutating what it built || check the return value from history cache get to avoid null pointer
30.962 || set level compaction dynamic level bytes with true || set the default server url if cli starts with no args <num>
30.962 || update activity base || make base crash report dialog extend fragment activity to increase its versatility
30.962 || add form field validation attribute to default attributes || add action bar sherlock to the used libraries in the about dialog
30.962 || add forgotten session close in the dao test || stop m block master at the end of each block master test
30.962 || use a linked hash map to ease assertions in unit tests || make scripts diff rulekeys handle deps reordering in a more readable way
30.951 || hive <num> hive load data owner is compared to full principal daniel voros via zoltan haindrich || ignite <num> hadoop a safer way for user re login in kerberized cluster this closes <num> contributed by reid chan reidchan
30.951 || hive <num> exec driver does not get token from environment brock via chao || ignite <num> hadoop a safer way for user re login in kerberized cluster this closes <num> contributed by reid chan reidchan
