commit,classes
25cef75bd83765b2237ef6cc4f6fc8c5e37dfb7e,"[('fix', 0.645685995121247)]"
ad58ff46c378129745d1011085a504f2021465ed,[]
b2bc40ebbadd690053412e2a72a299b83fdf01b0,[]
97435a19a16ef437cfe1b2b7351734d4f0e0ff4a,"[('fix', 0.551584697356036)]"
e106b3c1312fff14840fa78843e5412733657688,[]
eb4cd09df2fe4fdb0acf5b01559ac947c8c902f1,"[('fix', 0.5770015203202402)]"
9be8fcd1ed640531c3adf811def66c8929a6acf1,[]
436ca7c127ad48da81d152c12d05a831108781ff,"[('fix', 0.5551001594867612)]"
87828fc77faab370f37fb410968b1700f5a63301,[]
1eabd79c9a19a1437e96cca248c841617f6dc5c4,[]
d1ed86fccb82ef8d7aa69875afe13f04302d0e08,[]
c8a595f4e9a198559f0de0fcfebcfa8e8d6610ff,[]
b9a531c263454c78c0cc050b897ec2865689eaa3,"[('fix', 0.5812533432953015)]"
f337659d169da69eb1d86c8f3dc873894d10a269,[]
d3c8301331b301eee3ec263a5caae4c89da25d9a,[]
c822410c459815900222fc4405f02c75a2e06bcf,[]
a16d6a2ff9fad8076d83a9145a436741d186e77c,"[('fix', 0.5425213717929357)]"
cf136636cddf84a805bb3ff5a959f74510423021,"[('fix', 0.5775462484912504)]"
0592deeee886328a51ccdeb850c705afd054d3d4,[]
1081f60fc397381692d1904753dd2fd4303b04ec,"[('fix', 0.5727971228980134)]"
37b2c266138e3c5c3c0e48743cf4401e9a39ce2a,"[('fix', 0.5792907523334313)]"
37fa65670941b5665dadfaab6b25786ba71fd338,"[('fix', 0.5052185985820953)]"
6b425b22e737789bc19f72ab6291032a9f78c5bf,[]
f312d8f38be621b7a0820052d2a86b33dce5a8f7,[]
6f10b4c34b0c0a8fb202a0c08a5acc23e0902be8,"[('fix', 0.685284629514532)]"
3edc44ae979fe561c97fbd4483c11c5156450b2f,"[('fix', 0.5664088099816343)]"
f5f644ac5240ed17bd0aa83ab4d3aee0cdda8d60,[]
eabdecc7e2cdd93dc944b89c3eaffa6b49c8c1e4,"[('fix', 0.5878405390724023)]"
f6692ac5776ad1d38902943e5687df90aee480bb,[]
c974b60bb86c735a0c7b50222882cccc3ec32f7b,[]
929991ac03c9ab96ab3377fa9fe0efb2ed6e9d45,"[('fix', 0.8105402322970563)]"
8368d0f5a9bdb1251806cfe6aeba6865349401f8,[]
c84601440c21d6d09ffd7c5ecb56788d12b350df,[]
822ca3c655553872594f0e5dd8eb74563e8e1470,"[('fix', 0.5876248439836853)]"
2df3571b38655328ef5b3c0ab882a72d30aab83d,[]
36368d8385cba1f0c0f069bda0686187baecb716,"[('fix', 0.5969724864043284)]"
a15341ce7cd3ef42c06ac36e43ddc551c47220b3,[]
79846db9f1255ea0373788e74a12d92c2144de05,[]
40b7542a88bf2bbca9a887b149e302dc2c22e9a6,[]
abd54d22892518cc8ca1d625810069cf0cff5217,[]
95b1a8c5fe8ebb16385ab86b4e99917316679d47,"[('fix', 0.7552218445558987)]"
4e5ea4c51852790ae86fd84f4e77a7650dd7623d,[]
c0db56ddc99d326a7d8c4b3443229b302d7720f2,[]
13c040bc7e171b134d6e09faf0ff42058bbb4a02,[]
7f812a623be1d6a94780f9c9af5ebdb8f52e60b4,[]
76a20b02b1aeb9667bff6d3451c15aa1a13c2c78,"[('fix', 0.5953095681868982)]"
455572d08672cadee586bc5c2a0d9869b5c262dc,[]
f8537a55239c572b9dd9fd7f1f3725d36c5db8dd,[]
f5d92b4ac38e1047e8bd834b5e1af6030e57eedd,"[('fix', 0.5684013937084264)]"
2317b779e50e527a858bfa2c214fbfc523045b82,"[('fix', 0.5752178720963088)]"
4c3866b949b06930087b594ab31473564d7afd66,[]
4261ab5e78e5f6fa822194d6e6b57037cc4ae705,"[('fix', 0.6270819282698961)]"
f96051e01b40b45c5638d58c4e8fe90fa63ebca9,[]
be6138276a5b12d674a25ccdc84b8b793a11ddd0,[]
4c7f52d04d6c0897fdf6fdfe077d844bc56c2524,[]
e905af43a961dff53eed896e2e9ee9427b505749,[]
15e10274392fe0041437afc8a9dab920cfad4636,"[('fix', 0.5434592419526975)]"
ef5a3edc834f03584dfafe2ce8c1d6391be92680,[]
3ad1069c6eeee9ccf4a911a599955453ee5cf75b,"[('fix', 0.5554466881042349)]"
d160e1d87c70653010509ac4619c09ada0d8f523,[]
fa0f10bb6e2273cc9b83c1b174a5feaef4403ea6,"[('fix', 0.6185934820108521)]"
81ecf287e12b311568216940333df59914293e4f,"[('fix', 0.5430443506152159)]"
74b7c46aee7755c5c7d739e0c298b7d0705b661e,"[('fix', 0.508254495358524)]"
bd5ebc7f446c2c5bc9497daecbf8c27f4ca9c992,"[('fix', 0.7235208070582603)]"
ea017c5fd47b985d1c8a5cbed158d49f4f836a3c,"[('fix', 0.5384135153198194)]"
2ca40f0df2325df08d2a8de4104d288b6f64e270,[]
23c48fe3c78b94402f0a106a62d50d516c2f6d43,"[('fix', 0.6435475497528944)]"
1a0264a365e7de0825c03d44fd39652ba42dcbcb,[]
be21b741ff9545284643df3acee98162819ebc80,[]
2ecfe54bc4fad0437d7709de1ff181d85ab218e9,"[('fix', 0.5285962617174229)]"
0166d2b71634e8eadaccfa11be270089b010ce66,[]
8aa648900e01cab64ba2bfbffa8f8bc1363154e6,"[('fix', 0.5648586280042854)]"
ae710c6c2ee30a0c63539d7861941145c8e3c367,[]
0ee8b0ba12c756e79b1ae81cb31eb741eac7ba97,"[('fix', 0.6413082119326183)]"
babff1fa4524d69f7f399578b7fc25ced6f168f2,[]
ae04a62d21515e438949c095ec4e12d0560f1171,"[('fix', 0.5837871144854432)]"
73b1f4374d594533c34c803e258e1b80be698963,"[('fix', 0.5071858742703602)]"
d6ce4433a4251ac3c8acb02479a15e5adaf8e2ec,[]
e06ee52238d72053622af598f2e7dc6662cf6f9a,[]
a488bc30e42f8db6e56e4f0caa628f7fe55f93bc,"[('fix', 0.5900167910063142)]"
8424fb6691478a55d3edb8fc4ddf72d745a4b9d9,[]
c38980919b36f0e644e460358a9f769df8543382,[]
aedbbef92c24ecc66426e49bbf5a59ffbf38d635,[]
2f460a0d3956ca5ccb88c6ef8c80ad3ad4a007e5,[]
6247eb3e6ea2feb32076152f15dde7f4793a84ec,[]
5e52eed6d0939ff7d4828cbfed4e7ca31917d1c4,"[('fix', 0.5665797779285499)]"
518c021aeea2ef97361565432bf6f60ac8b786f8,"[('fix', 0.5509393455950052)]"
96d8648ca82e3e9d9df433df607e1cac294358e1,[]
a965f196ad60c1e95e3a89e0ac4a1933eadc7505,[]
cbee1e75c5c77c75915b2f2ca988beb38dd18b64,[]
489e50e82cb1b14dc5bd7da8a036708d0c17e8f6,[]
f4b24847097893974fabbfbb83dd7f99dc378a6c,[]
7afaf79b701256c9e348e9c0705fd00baa7c9979,[]
ad0eaa5ff734e157fb85fcd25b4423767e7d08d4,"[('fix', 0.5116163787845474)]"
59894877840f8e484bb4526cf92a8b4931fa3511,[]
e435585f607225b200242f4cbc43c543c49153fd,"[('fix', 0.6194606835114063)]"
354b54ab33a73fa3eb2ff720a932135197b2bb75,"[('fix', 0.6328870411176563)]"
31f6ab6ca452763b9d08f1894d9bc8e5bb898278,"[('fix', 0.5356827660506899)]"
3658ff7797ea48d0e1f21b3f4282f049636f9fcf,[]
730692604c8f41e8aaa17fe31edd49ebbb71fd00,"[('fix', 0.6547144630777799)]"
3a898c2fdad62ec41eee7133a219c444e433197e,[]
bac465a26f3d7a1dc9bfde0341a8501a7b11988c,[]
ad055bcea9add1c686a10feeea8300ef9b4f95d6,[]
ad2e5009c6ff30600b922bcfdb119528d78a3fab,[]
d30e33f540adb481e2ba1d123edcf3e6b624c9ac,[]
e45f7729ccccc787e3f6f884be4f7f751ea44ff6,"[('fix', 0.6664288102490968)]"
46ce90e74bd7ee3ac7913397456881ca9b0b7e0a,"[('fix', 0.5618725926507134)]"
800a1a538694d2d3fe339e9f4a3b790e540fdff0,[]
c2224a14da2df3c0f02ec1a684efb54e2b213212,[]
8c7a6222fad8d06158f3ccb4d05ffad4d4ea1339,"[('fix', 0.5215464758459702)]"
8c21345f1f40a246fe0a3e73673f0be681f5e42a,"[('fix', 0.5206958980428337)]"
ea26cf6644e297daf65bbbc1a8c369e01e7b9182,[]
2a1d280c4b424e4b668db6a90aa87922dc65290b,"[('fix', 0.6149788396922578)]"
7ad563cc09992b94e192b5ded482a6fb41c0bf82,[]
9a97956effaace2899900c05f6b95b6df57382bc,[]
92073c4c858bb46e73f416faf44df34055c7254d,"[('fix', 0.5489968097627898)]"
cf39f0d9c22b7f783e6b5a0a377afb6fec248561,[]
b2078704745e6cb92433d9aa630c4e94739e87d5,[]
6517ec528a294cc8b993da9ca2ed04206b351b21,[]
5459cdd186d8f4ae54571746afc9a448611ba556,"[('fix', 0.6109844136292644)]"
6e18faf3b02ebb7422d5aacbbe16b24910469faf,"[('fix', 0.5260368080330061)]"
f9bbe1919c637cafebf52276c92e249439acdd29,"[('fix', 0.7205861944973234)]"
8932f8db19a2fa23932c90ff6fe58ddd0bf392ec,[]
cb443fa6bb138d0c2a0405645d607e5b6f3ea4bc,"[('fix', 0.6833348432264305)]"
42316ed1d7f7da17d8247103b37871a4613edca6,"[('fix', 0.551162473360552)]"
a6a97257b5c19193b0c22fa744db887ae796663a,"[('fix', 0.5438541392569053)]"
242e33556db032ef450fdeeefa9acbf9eff6ff84,[]
eec555dbf14c8910851768ce666de94a9f5a84c3,"[('fix', 0.5337881550243381)]"
9e25f79c23711dd4cd1e186e6acd9689803b2547,[]
d52cc2c016a81af0850e54f630579c4d0039b9cc,[]
e1633fab071b141d78b406f835ce62a26df4d608,[]
ae4f6ecdc4b66ca760fcc7e97b42d46ffd7bad01,"[('fix', 0.5291513809802262)]"
c8c5da62b7feef197313d3ab4777f3424f32d50f,"[('fix', 0.6060461890492985)]"
0f741d709ea0293c3aa4f5364072a60bdfebeb5d,[]
7887992706a1c829a6654c89e6f89a1bec6ee454,"[('fix', 0.660053908502406)]"
00cfeac536bd35cfb97d436f4443cf0e83d5aaa5,[]
6b6a7db6b41f49c3e7eca7a6ae0b823c0d88c448,"[('fix', 0.5624067789086434)]"
1643903c5034ee792c88400bf6f12ef0d4ad42c9,"[('fix', 0.6085395336815557)]"
a48c8986929edc3d095b6541781fd84f618813c4,"[('fix', 0.5116163787845474)]"
6ddede57f991c3c8d1374f190be0f285abe44fe3,[]
fb8c955a8dbd30d9364e4c8066a82da4c8a60d62,[]
a4d5a315be4232326c10c0dbdbae3d72e2afe375,[]
9a9ef2696bf14d300993f9551bb80e08b52babe8,[]
ebd32efb842131f835b3eda85bc849de6947001f,[]
31a33160ce7883b55c4377acdb754ce68db8bc2c,"[('fix', 0.6380680519609582)]"
28fbd279c98cf11d41210e642ed4df017ff335ba,"[('fix', 0.6769940447753219)]"
8df945d453cfaf3105cdc7360be347726f11a5f9,[]
df26638528bddd04f59636af97dc817dc829dc4c,"[('fix', 0.5174605030597039)]"
7444aca9dcb5b6720c5bd46ff4930e084803dbff,"[('fix', 0.6014151572252144)]"
447b0d7b0d0278a525757f4bcf7fb79842e77f2c,[]
627fffe73b626a6e539a28c3b9bfa00ccec856fa,[]
28b556657bf4cc3304bfb507f0f121d5d1bbb1aa,"[('fix', 0.5311146588774819)]"
f592a0e2f673032f40ab9a7790d2288cf84ac7dd,"[('fix', 0.5020937573313127), ('refactoring', 0.7267686353015508)]"
9df7ca4334162abf0d7ace87b75f7d23920196a3,[]
5c2d8cfbd35b9368824d5ab2e0fa65f60a760724,[]
7a89a2c4b94ef3339f9a1875c894a535988aa9b2,"[('fix', 0.552738547399772)]"
815fb3c67b7edc071a52c55746a2a85af4848727,[]
d4bdfdfc0606cf910811a12a5214cb4b65851cf3,"[('fix', 0.6685115435587069)]"
8d1a1b2742d8d5283b6acf326dc8782c463d671a,"[('fix', 0.6518960532318991)]"
902e2f38d3481aca1fbeee40d1f66df7f8ee4ba2,"[('fix', 0.5462277896562518)]"
f68b5a50d2476c41d9d5fafc7998af4c80fc2c6e,[]
34dc6b2014a043137e2a8a3faba2558c7c4ca11d,[]
6c9fd833266aefbbd7e8bbdfdc3b1a75a10483d3,"[('fix', 0.6365481919749348)]"
58a1fddcb0eaafdcc9ec4e0cf2cb47edb9bde585,"[('fix', 0.5373801699208193)]"
090a403352f7ceddb50bf165294bc4a38f6ae516,[]
f0c6ea64e030fe406c659afcf6d76558059de4c0,[]
5a272f554fe27e3b2144db818e026bdcbb545c63,"[('fix', 0.5940841881768554)]"
216932b4e4387fc3e93b887575ed6d54356e2773,[]
6f1fc03e5ca701668b5025ad1cdc96568efb901f,"[('fix', 0.5536693872918423)]"
d09f093b1d3b1df8d4327bcd0a7ae632b2f9b81f,"[('fix', 0.8475607275414795)]"
541c7f76d6f0541ad27f04165a6e45a8a4a2b39a,"[('fix', 0.5140405044033292)]"
18334c370d09bed9cd1e711f9e3a51b51545ff61,"[('fix', 0.5720853815402418)]"
ac9f29caa640d8d203318d3bd8c785b370571da7,[]
030511bfd4f2c1a532045957c72453dba3192010,"[('fix', 0.5334870832735643)]"
c9b3b4ba65f7885d57e5277a6e3883db1e901ad1,[]
f8bd24e40477773dd96680e063beecc94acbc182,"[('fix', 0.5344010205491934)]"
ae88e0cb98af56e9e5133bcc2a4e713cbb0a05cd,"[('fix', 0.6026378027355026)]"
6ccf9dd4dbcaeae56d6fdf3d29d64df6a07d8b11,"[('fix', 0.5120274751485766)]"
b645532f5eaba16cbf2e6da75a759485d45a56c1,"[('fix', 0.5185474388915123)]"
ab7b68f9b1d169edd620e5ece71d96c4baec48d9,"[('refactoring', 0.6148492123813533), ('test', 0.5024515319896863)]"
6b386d2e9cb79718535ac3ee494d433ac7db3eab,"[('fix', 0.5422644407277694)]"
2b218374570293567ec132afeba200e4cb4a8735,[]
6c6b48a22397706d59fd97b745918220a7922002,[]
b9c3792ea3800f40dca824e97ef8e524f4cfc531,"[('fix', 0.606068385811503)]"
f9b4ae5a13dab988aa299d311b6dc5e8ae442cd2,"[('fix', 0.60538181113711)]"
63d39301d02802e63d879abad989e2037ca90957,[]
b16ae97cee508304595611e5177079fe1ae87b37,"[('fix', 0.5940841881768554)]"
40632f533e37b764ff626c39d2e518276c411aae,[]
22837730cd90d9a88688811b30f4651f310125f8,"[('fix', 0.5398348088637022)]"
55aad257ade444bc11d862dd8da3f38835c2c2b9,[]
6ff60e0b9e1558a5aafd87587e8e79e7f83fcffc,[]
e6e0256764fafc674a8d25a1c68abecd1f55d6a3,[]
36c73e1eb9c70211b8e90b5be66b2ddeab631eb7,"[('fix', 0.5401000115871143)]"
19603a2a3d806de106d11eb21a7533e0543057a7,[]
dcd8dc527ce1bc8ca07ed676832135fb1d8bb2f2,"[('fix', 0.5405916272475548)]"
82e005838d70e026851dc4f0398bd57e593e3c14,"[('fix', 0.5287660303777044)]"
987b5e3a5b9228e0dcb089eebfe48d7ef8673f92,[]
97c4889a5435dfe2f93c45ae06c4c3cf68c58420,[]
330fb451e3af276c9b726828155cd610d0b20cf1,"[('fix', 0.6053914305678055)]"
62071623bf834901b92628e984c76e8cf6e58f7a,"[('fix', 0.6977815486596916)]"
b2f58bb85e784abc283963e3e9a472628f30d7ff,[]
1aff14da87f1877fd2232acca18edcba4afd2969,[]
1ceae4cffebf48ec6e13f626f7fe68fa20874704,[]
d60dda16a5a93e22c26f954b3ca0729455a6d4d1,"[('fix', 0.5705926348181947)]"
1a97b21e68386311dea872e149a838fe0d04c582,[]
ec87fb3bce72302acfa5c72fe67637449c39fb51,[]
a7628daf060038334a04a14fe849eb5f743be010,"[('fix', 0.5812307099989669)]"
a058bc3bba84dd095b46c5c0754251ddee2d1099,[]
2e8b189b0e106259fee98aaaac3db9219bb2b319,"[('fix', 0.5116163787845474)]"
de5821f3e310f951b5813e88840ec85a4509d03b,[]
808361746639a6d21d5cf2a5d2274500a818d5dd,[]
904fc9edecb3493066c744130d2f2535d8c91c4d,[]
60726081c58f698e5fc5533b07630ab42866672f,[]
e79910b54e1638abe52ad69cc7cc003432b45f66,[]
5d394ca3ce2b9df3267462610de500e4ae796fb8,"[('fix', 0.5272269701327574)]"
0c6db0ef41cbbe1f0eac3cf01417d1f6e088aefb,"[('fix', 0.717062508942867)]"
c17cfa8e972258ac80bce37cd2ae3fa39743f0c4,"[('fix', 0.5650170416244761)]"
33a9798f565c1d8e5af03d3109fc359034df45f2,"[('fix', 0.5741465152055217)]"
e5e34837b865de72fc697a2f8551570208abc6ea,"[('fix', 0.6027624074899287)]"
698999b7d6e0ec93e3f879046b432dbf2a7b87a4,[]
f8081c408cb4d7a7af02a2041614544711874233,[]
9634a44d074f1277a2d093cb7b6205e23f8c19ba,"[('fix', 0.6889011291746236)]"
134d0bdf76fbc54669dd37b6040154117eb17d39,"[('fix', 0.6128294394726979)]"
737a29137118a41d5c8b8ce2f8cf94c03d44ad8c,[]
884308356004450a67c7f51b66fa150694ff273d,"[('fix', 0.5249853898462533)]"
ac568633cb54783e6b2dc383f2b6ff578b8f1f97,[]
70591c05abf3fe530470e1191cbfa4c4cd765ef0,[]
d48a31f9e4f2341c6dd0a4e3d10fc97165c1b4b7,[]
429737ce9bb4a58d5d206bea249a2ce1b609b7cc,"[('fix', 0.6378460529570119)]"
f99d9e4ce39c24279c5ef2c14a1cbb91c00f935d,"[('fix', 0.6132837735339655)]"
3d4f61f13616a6ff1880efb3085993f9e5849a1b,[]
36a15b105c9cdb9fd2e18d29fb52382403d998d2,[]
d4532e7846fe6c4f491beb785a4abdfb9748c4e3,"[('fix', 0.5781351885852555)]"
2909648a4bef019d1aecbf6807cef1a3090d4148,[]
b992ca2265f7f5fb71d4f7db4601b5b9d1b62fc8,"[('fix', 0.6028608363638892)]"
9f5311f885bb15775995c40b6478ae71c28b97a7,"[('fix', 0.6167971942038777)]"
838da75adcee4d347ab7823e539b9e0b210057f4,"[('fix', 0.5159434338034464)]"
9a48a09a624b8bbe0b56513610b7deead3ce2cb1,[]
d7b89e4ee65154ab060131112226c1a5580c855f,[]
1c831379c407686a2817a15ad522247b2a1eaac7,"[('fix', 0.5022980446028454)]"
5de54a1063f617cd9b15e8a973956858caa671cc,"[('fix', 0.5737970829458872)]"
9ab39ed74b79ab24f09c8c9421fb3b7447bf270d,"[('fix', 0.5852598288578016)]"
1215b8852fdbc055d3bd321b2038beb3214b4bf0,[]
6a69de65a0b0f7ff82463bcc7e92017c469bab1d,[]
9355bc521a59f5a3ae3a89170cd390bd0b23c906,"[('fix', 0.6334933015769769)]"
da51f84bf1a5d58f145e6151ae46588c9cdccf2b,"[('fix', 0.6154615251077367)]"
23f5eb6af9bff72c94d20fe485de0734fb8c8f55,"[('fix', 0.6172602538072613)]"
fac6c0a91b0f643e1e6d5859cbb75b8ea921aeee,[]
1c724fd2dfd5e1d260a92f17550cf860784bfc06,[]
1a34104b926fb06e9cf79704c021dbdd88bb706c,"[('fix', 0.5052347066551813)]"
c487713ddc3ec05df0a5049c811ab2aee1043153,"[('fix', 0.6236676750743075)]"
bb5d30ff38fc6db094356d771cc97ffe78525493,[]
42f13e93ee9f246c219e862cabb331d079e8acaa,[]
1b1e1d33294f0a972ca736a477523798b40bf5db,"[('fix', 0.7612360320835517)]"
30b8928d0fac89a3fc10ae7c7746e9975e6f1250,[]
c118bc21a80456cbc9d483ffc1fb645c8ded42ea,"[('fix', 0.6984740100767688)]"
3fc2c8c1243fd187221c1fd2f1520f179b8e0358,"[('completion', 0.6369180503196215), ('test', 0.6588150085731047), ('xml', 0.6492121598882274)]"
5fd387c0a6010a73d1be280f6c4ab5ca2e04f3ce,"[('fix', 0.5570977836358233)]"
e9193c1e54e3686ddd09b0d46b9f6d29702db5e8,"[('fix', 0.5137167293850424)]"
2bab7db7d1db55ed211e230c0bda5ffd6b8e8f5f,"[('fix', 0.6111691481389154)]"
d89b94774f2bca91c3ee5304be129dded2c94b3d,"[('fix', 0.5116163787845474)]"
75707b367ed0e0eb4d3db25523c38f1add229d25,[]
8b29245717f6c2f7b7cd22b25fae6f3137039e61,"[('fix', 0.6151120103546749)]"
015ab6a08196bd3602eed487579cba8e09b0128a,"[('fix', 0.5362334024862052)]"
a7da2186b6f0580381eb4df9b022dd9da28deb3b,[]
d2142b0d6f8e45dd89112f176bdbfcd126becc48,"[('fix', 0.5677000139447955)]"
e4349f9710f315688bb45d329a0397dc23b1f563,[]
8ad44620596bb5605ac8d86f6410085bed9dec3b,[]
17af7670a473a11eb10e8a3f81927f0e20bd8e76,[]
25fd3a6139869cdb959e6123fef61479931d224f,"[('fix', 0.5313093249970804)]"
923753f5364df6992c5abf8e2684668b0ff502e3,"[('fix', 0.5991753542046736)]"
72f7f0b05ebe4b80a51a64324a188c8935a96278,"[('fix', 0.5377057214263877)]"
135fee7adc50fc07208a3262f48604eec1e61869,"[('fix', 0.5805204899436605)]"
89f63ae36c87c625333e01baf99461871f34d78a,[]
790cdee85049e97e290b568483377ab243c148d9,[]
9a07ba3c52dc0816fbd5a4588bef29adaad73d0d,[]
4cd2d47933957230b6bf7eee13c5cebb66a87728,[]
f4303613dfbf95e34d483aac492184d508597452,[]
a49ed66412ad6de296c95891f8a25b83e5aae788,[]
61ef1f61b31fae0e3d9b63b50c6328b82ad4de2f,"[('fix', 0.5116163787845474)]"
4a50a3994c0681ddbfdd8927a2ed5a1b4155d2fb,[]
377d7bf1eba07bd1ec1c711ac5154e52a3c56eb6,"[('fix', 0.5136119900390435)]"
6283f281bb6dbafb0e22a8239d1df39c39195f2b,"[('fix', 0.7033340413199369)]"
cf4f0d28a8085b557a987a28dc091e9506221043,[]
80b9f90433503f2e0f6a0bd9e2e34ad70e32e129,[]
aa06cdb59a7327b0c550e1f8cc7a7781c3001397,[]
e362acb1353e16f27f058b29cca7648892b608b3,"[('fix', 0.6640727181961916)]"
28ef70856850984fd28a221a3779831f847ef2b8,[]
7969733f5ec0dde64e093e494e38ad65c4af8b88,[]
34d4af6c44814292e2893a63ebb2e2724bf68bc6,[]
6671efc466f996cc9f0bc781d0afe6520b1d22d8,[]
84bf33348b2dd7938b439d187de2d73c70632a21,[]
34a80c1d374247473344f8b03f42e71ffa91a72b,[]
ea65536d50fa7f6338b253ca9cee826cedacf9ca,[]
efc1b7c2e29fa984d3b62b9c84bcf3b4e95d5146,"[('fix', 0.596262727252598)]"
bb84f8b35d1358f50010a84e2f9b7cd5249bd7b9,[]
1a5e36c6fc00208b10c6c436771b114263b2122e,"[('fix', 0.6572819446222168)]"
35dc1b14bd24575941a9b1749879e48f4beef01a,[]
2ba23f84f7a5b5421774636a9ad7d2185433fadc,[]
396de84a47a546beb1d01b488eca22fe7da6044e,[]
3be7e35c65b9833169c6153451819f27dc0fcf44,[]
029e19883e3d41775109c266bf3e58df065c9701,[]
5ac56f83e04e1ca64e20e175bada431d4eb4cafe,"[('fix', 0.5665192873831671)]"
111971cbdb3115b5996c704293679356600bb1b2,[]
62386ea93aa361aaa9e73aa6c278f6bd831f03c9,[]
deaf5bee78e17d549c074e4d9046a81d35b60f28,"[('fix', 0.551074898836976), ('refactoring', 0.5119539524864811)]"
13f75cd9ddee196ac77a4c297c0d8298e89789b9,[]
9e1e7a7d30d4cdc8a5308500e4e197a0293c0693,"[('fix', 0.5716363183565714)]"
